Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
18_Blastomyces_dermatitidis	GCA_000003525.2	EEQ86903.2	DIT1_PvcA	PF05141.13	8.199999999999997e-91	7*
18_Blastomyces_dermatitidis	GCA_000003525.2	EEQ86904.1	p450	PF00067.23	1.1000000000000002e-51	7*
18_Blastomyces_dermatitidis	GCA_000003525.2	EEQ86905.1	MFS_1	PF07690.17	8.8e-55	7*
18_Blastomyces_dermatitidis	GCA_000003525.2	EEQ86905.1	Sugar_tr	PF00083.25	7.3e-11	7*
18_Blastomyces_dermatitidis	GCA_000003525.2	EEQ86906.1	NIF	PF03031.19	1.7000000000000002e-58	7*
18_Blastomyces_dermatitidis	GCA_000003525.2	OAT00155.1				7*
18_Blastomyces_dermatitidis	GCA_000003525.2	OAT00156.1				7*
18_Blastomyces_dermatitidis	GCA_000003525.2	OAT00157.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07828.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07829.1	p450	PF00067.23	1.0000000000000001e-39	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07830.1	ADH_N	PF08240.13	5.4e-29	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07830.1	ADH_zinc_N	PF00107.27	5.099999999999999e-22	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07831.1	ADH_N	PF08240.13	5.4e-29	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07831.1	ADH_zinc_N	PF00107.27	5.099999999999999e-22	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07832.1	Na_H_Exchanger	PF00999.22	1.7999999999999998e-70	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07833.1	Na_H_Exchanger	PF00999.22	1.7999999999999998e-70	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07834.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07835.1	Peptidase_S10	PF00450.23	9.999999999999999e-51	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07836.1	Peptidase_S10	PF00450.23	9.999999999999999e-51	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07837.1	Peptidase_S10	PF00450.23	9.999999999999999e-51	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07838.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07839.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07841.1	NIF	PF03031.19	1.7000000000000002e-58	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07840.1				7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07842.1	MFS_1	PF07690.17	4.5999999999999995e-55	7*
20_Blastomyces_gilchristii	GCA_000003855.2	OAT07842.1	Sugar_tr	PF00083.25	7.5e-09	7*
