Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
610_Aspergillus_carbonarius	GCA_001990825.1	OOF90681.1	DIT1_PvcA	PF05141.13	2.9999999999999998e-90	125
610_Aspergillus_carbonarius	GCA_001990825.1	OOF90681.1	TauD	PF02668.17	1.1e-17	125
610_Aspergillus_carbonarius	GCA_001990825.1	OOF90682.1	p450	PF00067.23	9.1e-46	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88071.1				125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88072.1				125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88057.1				125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88058.1	Methyltransf_2	PF00891.19	9.8e-25	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88059.1	DAO	PF01266.25	1.9e-07	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88059.1	FAD_binding_2	PF00890.25	6.1e-42	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88059.1	FAD_oxidored	PF12831.8	4.7e-06	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88059.1	Pyr_redox_2	PF07992.15	9.3e-05	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88060.1	p450	PF00067.23	6.499999999999999e-51	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88061.1	DIT1_PvcA	PF05141.13	1.8e-90	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88061.1	TauD	PF02668.17	3.6e-18	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88062.1	OPT	PF03169.16	9.799999999999998e-79	125
797_Aspergillus_ellipticus	GCA_003184645.1	PYH88063.1				125
