Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
81_Metarhizium_acridum	GCA_000187405.1	EFY85725.1	ADH_N	PF08240.13	8.900000000000001e-06	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85725.1	ADH_zinc_N	PF00107.27	1.3e-11	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85726.1	DAO	PF01266.25	5.6e-45	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85726.1	NAD_binding_8	PF13450.7	3.4e-06	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85727.1	MFS_1	PF07690.17	7.8e-20	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85728.1	DIT1_PvcA	PF05141.13	5.999999999999999e-81	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85729.1	Aldedh	PF00171.23	2.3999999999999997e-157	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85730.1	tRNA-synt_1b	PF00579.26	2.9e-15	5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85731.1				5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85732.1				5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85733.1				5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85734.1				5*
81_Metarhizium_acridum	GCA_000187405.1	EFY85735.1				5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96961.1	DIT1_PvcA	PF05141.13	1.1999999999999998e-80	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96962.1	MFS_1	PF07690.17	9.5e-20	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96963.2	DAO	PF01266.25	2.8e-43	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96963.2	NAD_binding_8	PF13450.7	5.3e-06	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96964.1	ADH_N	PF08240.13	2e-05	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96964.1	ADH_zinc_N	PF00107.27	7e-12	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96965.2				5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96966.1	2-Hacid_dh	PF00389.31	2.9e-17	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96966.1	2-Hacid_dh_C	PF02826.20	1.3999999999999998e-34	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96967.1	AMP-binding	PF00501.29	1.5999999999999997e-71	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96967.1	PP-binding	PF00550.26	4e-11	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96968.1				5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96969.1	Methyltransf_2	PF00891.19	1.2e-17	5*
84_Metarhizium_robertsii	GCA_000187425.2	EFY96970.1	RGS	PF00615.20	3.7e-09	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76316.1	DIT1_PvcA	PF05141.13	2.9999999999999994e-81	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76317.1	Aldedh	PF00171.23	2.1999999999999995e-157	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76318.1	tRNA-synt_1b	PF00579.26	7.1e-15	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76319.1				5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76320.1	Cyt-b5	PF00173.29	5e-16	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76320.1	FAD_binding_6	PF00970.25	6e-19	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76320.1	Mo-co_dimer	PF03404.17	7e-37	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76320.1	NAD_binding_1	PF00175.22	2.1e-23	5*
205_Metarhizium_anisopliae	GCA_000426965.1	KJK76320.1	Oxidored_molyb	PF00174.20	3.1e-51	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94085.1	DIT1_PvcA	PF05141.13	2.9999999999999994e-81	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94086.1	Aldedh	PF00171.23	2.1999999999999995e-157	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94087.1	tRNA-synt_1b	PF00579.26	7.1e-15	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94088.1				5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94089.1	Cyt-b5	PF00173.29	5e-16	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94089.1	FAD_binding_6	PF00970.25	6e-19	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94089.1	Mo-co_dimer	PF03404.17	7e-37	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94089.1	NAD_binding_1	PF00175.22	2.1e-23	5*
210_Metarhizium_anisopliae	GCA_000426985.1	KJK94089.1	Oxidored_molyb	PF00174.20	3.1e-51	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99442.1	ADH_N	PF08240.13	2.1e-05	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99442.1	ADH_zinc_N	PF00107.27	7.4e-12	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99443.1	DAO	PF01266.25	3e-43	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99443.1	NAD_binding_8	PF13450.7	5.6e-06	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99444.1	MFS_1	PF07690.17	1e-19	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99445.1	DIT1_PvcA	PF05141.13	1.2999999999999995e-80	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99446.1	Aldedh	PF00171.23	2.3999999999999997e-157	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99447.1	tRNA-synt_1b	PF00579.26	5.1e-15	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99448.1				5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99449.1	Cyt-b5	PF00173.29	1.1e-15	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99449.1	FAD_binding_6	PF00970.25	5.6e-19	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99449.1	Mo-co_dimer	PF03404.17	1e-37	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99449.1	NAD_binding_1	PF00175.22	1.8000000000000001e-22	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99449.1	Oxidored_molyb	PF00174.20	1.5e-50	5*
247_Metarhizium_robertsii	GCA_000591435.1	EXU99450.1	Egh16-like	PF11327.9	7.7e-37	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81909.1	ADH_N	PF08240.13	1.2e-05	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81909.1	ADH_zinc_N	PF00107.27	6e-12	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81910.1	DAO	PF01266.25	1.2e-42	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81910.1	NAD_binding_8	PF13450.7	7.000000000000001e-06	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81911.1	MFS_1	PF07690.17	5.900000000000001e-20	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81912.1	DIT1_PvcA	PF05141.13	3.0999999999999994e-81	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81913.1	Aldedh	PF00171.23	1.7999999999999996e-135	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81914.1	tRNA-synt_1b	PF00579.26	4.4e-15	5*
281_Metarhizium_anisopliae	GCA_000739145.1	KFG81915.1				5*
304_Metarhizium_album	GCA_000804445.1	KHN95589.1	tRNA-synt_1b	PF00579.26	4.7e-16	5*
304_Metarhizium_album	GCA_000804445.1	KHN95590.1	Aldedh	PF00171.23	3.2999999999999986e-159	5*
304_Metarhizium_album	GCA_000804445.1	KHN95591.1	DIT1_PvcA	PF05141.13	1.6000000000000002e-81	5*
304_Metarhizium_album	GCA_000804445.1	KHN95592.1	MFS_1	PF07690.17	2e-20	5*
304_Metarhizium_album	GCA_000804445.1	KHN95593.1	DAO	PF01266.25	8.4e-43	5*
304_Metarhizium_album	GCA_000804445.1	KHN95594.1	ADH_N	PF08240.13	5.8e-06	5*
304_Metarhizium_album	GCA_000804445.1	KHN95594.1	ADH_zinc_N	PF00107.27	7.5e-11	5*
304_Metarhizium_album	GCA_000804445.1	KHN95595.1				5*
309_Metarhizium_majus	GCA_000814945.1	KID95132.1	tRNA-synt_1b	PF00579.26	7.999999999999999e-15	5*
309_Metarhizium_majus	GCA_000814945.1	KID95133.1	Aldedh	PF00171.23	1.6999999999999996e-157	5*
309_Metarhizium_majus	GCA_000814945.1	KID95134.1	Dimer_Tnp_hAT	PF05699.15	4.6e-17	5*
309_Metarhizium_majus	GCA_000814945.1	KID95135.1	DIT1_PvcA	PF05141.13	2.1e-76	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82751.1	Methyltransf_2	PF00891.19	2e-17	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82752.1				5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82753.1	AMP-binding	PF00501.29	8.3e-72	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82753.1	PP-binding	PF00550.26	3.9e-11	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82754.1	2-Hacid_dh	PF00389.31	3e-17	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82754.1	2-Hacid_dh_C	PF02826.20	3.5e-35	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82755.1				5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82756.1				5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82757.1	ADH_N	PF08240.13	1.3e-05	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82757.1	ADH_zinc_N	PF00107.27	2.9e-12	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82758.1	DAO	PF01266.25	9.999999999999999e-43	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82758.1	NAD_binding_8	PF13450.7	1.4e-05	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82759.1	MFS_1	PF07690.17	3.3e-19	5*
312_Metarhizium_guizhouense	GCA_000814955.1	KID82760.1	DIT1_PvcA	PF05141.13	1.9999999999999995e-80	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60663.1	ADH_N	PF08240.13	1.2e-05	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60663.1	ADH_zinc_N	PF00107.27	6.1e-12	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60664.1	DAO	PF01266.25	1.2e-42	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60664.1	NAD_binding_8	PF13450.7	7.000000000000001e-06	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60665.1	MFS_1	PF07690.17	5.900000000000001e-20	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60666.1	DIT1_PvcA	PF05141.13	3.2000000000000003e-81	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60667.1	Aldedh	PF00171.23	2.0999999999999997e-157	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60668.1	tRNA-synt_1b	PF00579.26	4.4e-15	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60669.1				5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60670.1	Cyt-b5	PF00173.29	8.9e-16	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60670.1	FAD_binding_6	PF00970.25	4.1000000000000003e-19	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60670.1	Mo-co_dimer	PF03404.17	1.6e-37	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60670.1	NAD_binding_1	PF00175.22	2.1e-08	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60670.1	Oxidored_molyb	PF00174.20	1.6999999999999998e-49	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60671.1	Egh16-like	PF11327.9	5.999999999999999e-37	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60672.1				5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60673.1	BBE	PF08031.13	1.6e-15	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60673.1	FAD_binding_4	PF01565.24	6.1e-26	5*
316_Metarhizium_anisopliae	GCA_000814975.1	KID60674.1	polyprenyl_synt	PF00348.18	2.4e-64	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128685.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128686.1	RGS	PF00615.20	7.3e-10	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128687.1	Methyltransf_2	PF00891.19	6.3e-18	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128688.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128689.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128690.1	AMP-binding	PF00501.29	2.3999999999999997e-71	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128690.1	PP-binding	PF00550.26	9e-11	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128691.1	2-Hacid_dh	PF00389.31	4.3e-17	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128691.1	2-Hacid_dh_C	PF02826.20	9.5e-29	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128692.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128693.1	ADH_N	PF08240.13	1.5e-05	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128693.1	ADH_zinc_N	PF00107.27	7.6e-12	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128694.1	DAO	PF01266.25	5e-43	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128694.1	NAD_binding_8	PF13450.7	6e-06	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128695.1	MFS_1	PF07690.17	1e-19	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128696.1	DIT1_PvcA	PF05141.13	1.3999999999999996e-80	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128697.1	Aldedh	PF00171.23	1.0999999999999996e-156	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128698.1	tRNA-synt_1b	PF00579.26	3.6e-15	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128699.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128700.1				5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128701.1	Egh16-like	PF11327.9	3.6e-23	5*
1381_Metarhizium_anisopliae	GCA_013305495.1	KAF5128702.1				5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Acyl_transf_1	PF00698.22	7.4e-19	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	HTH_51	PF18558.2	2.7e-23	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	KAsynt_C_assoc	PF16197.6	6.6e-07	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Ketoacyl-synt_C	PF02801.23	1e-36	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_11	PF08241.13	4.2e-07	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_12	PF08242.13	1.4000000000000006e-17	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_16	PF10294.10	3.4e-06	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_23	PF13489.7	3.8e-11	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_25	PF13649.7	6.9e-11	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Methyltransf_31	PF13847.7	5.1000000000000005e-11	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	PP-binding	PF00550.26	2e-07	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	PS-DH	PF14765.7	8.2e-07	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	SAT	PF16073.6	1.1e-05	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	Thiolase_N	PF00108.24	2.7000000000000004e-06	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74122.1	ketoacyl-synt	PF00109.27	1.2e-61	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74578.1				5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74153.1	UbiA	PF01040.19	1.9000000000000002e-38	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74497.1	polyprenyl_synt	PF00348.18	5.1999999999999993e-64	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74064.1	BBE	PF08031.13	1.1e-15	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74064.1	FAD_binding_4	PF01565.24	7.8e-25	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74524.1				5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74097.1				5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74671.1	Egh16-like	PF11327.9	3e-35	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74239.1	Cyt-b5	PF00173.29	2.3e-16	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74239.1	FAD_binding_6	PF00970.25	5.5e-08	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74239.1	Mo-co_dimer	PF03404.17	1.4999999999999998e-37	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74239.1	NAD_binding_1	PF00175.22	9.9e-23	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74239.1	Oxidored_molyb	PF00174.20	9.999999999999999e-51	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74363.1				5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74787.1	tRNA-synt_1b	PF00579.26	3e-15	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74328.1	Aldedh	PF00171.23	9.099999999999996e-157	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74763.1	DIT1_PvcA	PF05141.13	1.0999999999999999e-80	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74428.1	MFS_1	PF07690.17	5.599999999999999e-20	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74024.1	DAO	PF01266.25	2.1e-43	5*
1469_Metarhizium_brunneum	GCA_013426205.1	QLI74024.1	NAD_binding_8	PF13450.7	5e-06	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412681.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412682.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412683.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412684.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412685.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412686.1				5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412687.1	tRNA-synt_1b	PF00579.26	3.9e-15	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412688.1	Aldedh	PF00171.23	4.399999999999999e-157	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412689.1	DIT1_PvcA	PF05141.13	2.3999999999999994e-81	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412690.1	MFS_1	PF07690.17	2.2999999999999998e-11	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412691.1	DAO	PF01266.25	7.6e-45	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412691.1	NAD_binding_8	PF13450.7	4.5e-06	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412692.1	ADH_N	PF08240.13	1.2e-05	5*
1658_Metarhizium_acridum	GCA_019434415.1	KAG8412692.1	ADH_zinc_N	PF00107.27	1.7e-11	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814535.1	ADH_N	PF08240.13	8.900000000000001e-06	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814535.1	ADH_zinc_N	PF00107.27	1.3e-11	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814536.1	DAO	PF01266.25	5.6e-45	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814536.1	NAD_binding_8	PF13450.7	3.4e-06	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814537.1	MFS_1	PF07690.17	7.8e-20	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814538.1	DIT1_PvcA	PF05141.13	5.999999999999999e-81	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814539.1	Aldedh	PF00171.23	2.3999999999999997e-157	5*
3420_Metarhizium_acridum	GCF_000187405.1	XP_007814540.1	tRNA-synt_1b	PF00579.26	2.9e-15	5*
