Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	DAO	PF01266.25	4.8e-09	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	FMO-like	PF00743.20	2.3999999999999997e-41	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	NAD_binding_8	PF13450.7	7.1e-08	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	NAD_binding_9	PF13454.7	2e-07	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	Pyr_redox_2	PF07992.15	3.8e-07	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	Pyr_redox_3	PF13738.7	3e-12	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80384.1	Thi4	PF01946.18	2.6e-06	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80385.1	SprT-like	PF10263.10	3.3e-07	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80386.1				52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80387.1	DIT1_PvcA	PF05141.13	2.5e-82	52
169_Pseudocercospora_fijiensis	GCA_000340215.1	EME80388.1	DAO	PF01266.25	3.7e-40	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	DAO	PF01266.25	4.8e-09	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	FMO-like	PF00743.20	2.3999999999999997e-41	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	NAD_binding_8	PF13450.7	7.1e-08	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	NAD_binding_9	PF13454.7	2e-07	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	Pyr_redox_2	PF07992.15	3.8e-07	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	Pyr_redox_3	PF13738.7	3e-12	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929336.1	Thi4	PF01946.18	2.6e-06	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007928940.1	SprT-like	PF10263.10	3.3e-07	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929337.1				52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007929338.1	DIT1_PvcA	PF05141.13	2.5e-82	52
3476_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007928805.1	DAO	PF01266.25	3.7e-40	52
