Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64265.1				136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64266.1	DIT1_PvcA	PF05141.13	1e-89	136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64267.1	DIT1_PvcA	PF05141.13	6.799999999999998e-85	136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64268.1	CoA_binding_2	PF13380.7	1.3999999999999998e-26	136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64269.1				136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64270.1				136
716_Hyaloscypha_bicolor	GCA_002865645.1	PMD64271.1	Gpr1_Fun34_YaaH	PF01184.20	4.3e-33	136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741169.1				136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741170.1	DIT1_PvcA	PF05141.13	1e-89	136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741171.1	DIT1_PvcA	PF05141.13	6.699999999999999e-85	136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741172.1	CoA_binding_2	PF13380.7	1.3999999999999998e-26	136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741173.1				136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741174.1				136
3620_Hyaloscypha_bicolor	GCF_002865645.1	XP_024741175.1	Gpr1_Fun34_YaaH	PF01184.20	4.3e-33	136
