Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1673_Fusarium_poae	GCA_019609905.1	KAG8664637.1	Cation_ATPase	PF13246.7	1e-13	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664637.1	Cation_ATPase_C	PF00689.22	4.5e-40	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664637.1	Cation_ATPase_N	PF00690.27	1.8e-11	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664637.1	E1-E2_ATPase	PF00122.21	2.7e-36	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664637.1	Hydrolase	PF00702.27	5.099999999999999e-20	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664638.1				197
1673_Fusarium_poae	GCA_019609905.1	KAG8664639.1	OrsD	PF12013.9	1.9e-10	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664640.1				197
1673_Fusarium_poae	GCA_019609905.1	KAG8664641.1	Jacalin	PF01419.18	7.8e-10	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664642.1	DIT1_PvcA	PF05141.13	7.299999999999998e-96	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664643.1	FAD_binding_3	PF01494.20	9.8e-12	197
1673_Fusarium_poae	GCA_019609905.1	KAG8664644.1	Dimer_Tnp_hAT	PF05699.15	7.4e-13	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701140.1	Cation_ATPase	PF13246.7	1e-13	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701140.1	Cation_ATPase_C	PF00689.22	4.5e-40	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701140.1	Cation_ATPase_N	PF00690.27	1.8e-11	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701140.1	E1-E2_ATPase	PF00122.21	2.7e-36	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701140.1	Hydrolase	PF00702.27	5.099999999999999e-20	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701141.1				197
3776_Fusarium_poae	GCF_019609905.1	XP_044701142.1	OrsD	PF12013.9	1.9e-10	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701143.1				197
3776_Fusarium_poae	GCF_019609905.1	XP_044701144.1	Jacalin	PF01419.18	7.8e-10	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701145.1	DIT1_PvcA	PF05141.13	7.299999999999998e-96	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701146.1	FAD_binding_3	PF01494.20	9.8e-12	197
3776_Fusarium_poae	GCF_019609905.1	XP_044701147.1	Dimer_Tnp_hAT	PF05699.15	7.4e-13	197
