Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
625_Penicillium_polonicum	GCA_002072265.1	OQD70790.1	AA_permease	PF00324.22	4.3999999999999993e-135	127
625_Penicillium_polonicum	GCA_002072265.1	OQD70790.1	AA_permease_2	PF13520.7	2.3000000000000002e-33	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71523.1	Glyco_transf_20	PF00982.22	2.6999999999999987e-152	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71496.1	MFS_1	PF07690.17	1.4e-31	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71496.1	Sugar_tr	PF00083.25	6.2e-09	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71190.1	Brr6_like_C_C	PF10104.10	5.499999999999999e-43	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71445.1	Bud13	PF09736.10	3.1e-49	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71896.1	DNA_binding_1	PF01035.21	2.4e-25	127
625_Penicillium_polonicum	GCA_002072265.1	OQD72217.1	PK_Tyr_Ser-Thr	PF07714.18	4.1e-15	127
625_Penicillium_polonicum	GCA_002072265.1	OQD72217.1	Pkinase	PF00069.26	6.599999999999999e-42	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71028.1	Metallophos	PF00149.29	5.8e-11	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71028.1	Metallophos_2	PF12850.8	3.1e-05	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	Cyt-b5	PF00173.29	4.6e-24	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	FMN_dh	PF01070.19	3.9e-122	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	Glu_synthase	PF01645.18	3.8e-07	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	NMO	PF03060.16	6.500000000000001e-05	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71385.1				127
625_Penicillium_polonicum	GCA_002072265.1	OQD71710.1	MFS_1	PF07690.17	3.7e-21	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71710.1	Sugar_tr	PF00083.25	1.4999999999999997e-95	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71716.1	APH	PF01636.24	3.5e-16	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	AMP-binding	PF00501.29	3.3e-23	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	Epimerase	PF01370.22	1.5e-10	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	NAD_binding_4	PF07993.13	6.1e-34	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	PP-binding	PF00550.26	4.6e-07	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71076.1	DIT1_PvcA	PF05141.13	1.1e-55	127
625_Penicillium_polonicum	GCA_002072265.1	OQD71567.1	DIT1_PvcA	PF05141.13	3.1999999999999997e-25	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71496.1	MFS_1	PF07690.17	1.4e-31	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71496.1	Sugar_tr	PF00083.25	6.2e-09	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71190.1	Brr6_like_C_C	PF10104.10	5.499999999999999e-43	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71445.1	Bud13	PF09736.10	3.1e-49	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71896.1	DNA_binding_1	PF01035.21	2.4e-25	127
632_Penicillium_polonicum	GCA_002072265.1	OQD72217.1	PK_Tyr_Ser-Thr	PF07714.18	4.1e-15	127
632_Penicillium_polonicum	GCA_002072265.1	OQD72217.1	Pkinase	PF00069.26	6.599999999999999e-42	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71028.1	Metallophos	PF00149.29	5.8e-11	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71028.1	Metallophos_2	PF12850.8	3.1e-05	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	Cyt-b5	PF00173.29	4.6e-24	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	FMN_dh	PF01070.19	3.9e-122	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	Glu_synthase	PF01645.18	3.8e-07	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71050.1	NMO	PF03060.16	6.500000000000001e-05	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71385.1				127
632_Penicillium_polonicum	GCA_002072265.1	OQD71710.1	MFS_1	PF07690.17	3.7e-21	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71710.1	Sugar_tr	PF00083.25	1.4999999999999997e-95	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71716.1	APH	PF01636.24	3.5e-16	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	AMP-binding	PF00501.29	3.3e-23	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	Epimerase	PF01370.22	1.5e-10	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	NAD_binding_4	PF07993.13	6.1e-34	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71289.1	PP-binding	PF00550.26	4.6e-07	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71076.1	DIT1_PvcA	PF05141.13	1.1e-55	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71567.1	DIT1_PvcA	PF05141.13	3.1999999999999997e-25	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71884.1				127
632_Penicillium_polonicum	GCA_002072265.1	OQD71948.1	GATase	PF00117.29	6.1e-10	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71326.1	BBE	PF08031.13	9.7e-07	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71326.1	FAD_binding_4	PF01565.24	3.3e-17	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71578.1	NAD_binding_10	PF13460.7	7.9e-06	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71578.1	adh_short	PF00106.26	3.1e-19	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71578.1	adh_short_C2	PF13561.7	1.9e-08	127
632_Penicillium_polonicum	GCA_002072265.1	OQD71498.1				127
