Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64106.1	OTCace	PF00185.25	1.3e-45	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64106.1	OTCace_N	PF02729.22	1.6e-47	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64107.1	DUF3712	PF12505.9	1e-09	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64108.1	ACT	PF01842.26	3.3e-12	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64108.1	ACT_5	PF13710.7	6.7e-08	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64108.1	ALS_ss_C	PF10369.10	4.4000000000000005e-16	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64109.1	KH_1	PF00013.30	3.5000000000000003e-10	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64110.1	NPP1	PF05630.12	1.7e-59	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64111.1	Helicase_C	PF00271.32	1.2e-16	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64111.1	RecQ_Zn_bind	PF16124.6	4.7e-06	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64112.1	MRP-S25	PF13741.7	6.9e-83	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64113.1	LRR_4	PF12799.8	2.7e-11	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64113.1	LRR_8	PF13855.7	1.1e-13	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64113.1	SOG2	PF10428.10	2.0999999999999994e-99	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64114.1	Tcp11	PF05794.14	1.3999999999999998e-79	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64115.1	AAA	PF00004.30	0.0001	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64115.1	AAA_15	PF13175.7	2.2e-05	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64115.1	AAA_16	PF13191.7	2.5e-08	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64115.1	AAA_21	PF13304.7	1.2e-05	122
598_Talaromyces_amestolkiae	GCA_001896365.1	RAO64115.1	AAA_22	PF13401.7	2.6e-07	122
