Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41046.1				144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41047.1	Methyltransf_24	PF13578.7	3.2e-09	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41047.1	Methyltransf_3	PF01596.18	8.4e-12	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41048.1	Fungal_trans_2	PF11951.9	3.2e-08	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41048.1	Zn_clus	PF00172.19	1.5e-10	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41049.1	DIT1_PvcA	PF05141.13	8.3e-35	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41049.1	TauD	PF02668.17	1.5e-05	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41050.1	FAD_binding_2	PF00890.25	2.2e-11	144
800_Aspergillus_brunneoviolaceus	GCA_003184695.1	RAH41051.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73183.1	Aldo_ket_red	PF00248.22	6.399999999999999e-63	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73184.1	MFS_1	PF07690.17	8.199999999999999e-35	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73185.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73186.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73187.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73188.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73189.1	Rieske	PF00355.27	6e-10	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73189.1	Rieske_2	PF13806.7	8.2e-07	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73190.1				144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73191.1	Methyltransf_24	PF13578.7	2.0999999999999998e-09	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73191.1	Methyltransf_3	PF01596.18	1.3e-11	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73192.1	Fungal_trans_2	PF11951.9	3.9e-08	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73192.1	Zn_clus	PF00172.19	2.6000000000000003e-10	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73193.1	DIT1_PvcA	PF05141.13	2.8e-52	144
809_Aspergillus_fijiensis	GCA_003184825.1	RAK73194.1	FAD_binding_2	PF00890.25	6.3e-10	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437567.1				144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437568.1	Methyltransf_24	PF13578.7	3.2e-09	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437568.1	Methyltransf_3	PF01596.18	8.4e-12	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437569.1	Fungal_trans_2	PF11951.9	3.2e-08	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437569.1	Zn_clus	PF00172.19	1.5e-10	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437570.1	DIT1_PvcA	PF05141.13	8.3e-35	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437570.1	TauD	PF02668.17	1.5e-05	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437571.1	FAD_binding_2	PF00890.25	2.2e-11	144
3639_Aspergillus_brunneoviolaceus	GCF_003184695.1	XP_025437572.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797193.1	Aldo_ket_red	PF00248.22	6.399999999999999e-63	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797194.1	MFS_1	PF07690.17	8.199999999999999e-35	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797195.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797196.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797197.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797198.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797199.1	Rieske	PF00355.27	6e-10	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797199.1	Rieske_2	PF13806.7	8.2e-07	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797200.1				144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797201.1	Methyltransf_24	PF13578.7	2.0999999999999998e-09	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797201.1	Methyltransf_3	PF01596.18	1.3e-11	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797202.1	Fungal_trans_2	PF11951.9	3.9e-08	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797202.1	Zn_clus	PF00172.19	2.6000000000000003e-10	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797203.1	DIT1_PvcA	PF05141.13	2.8e-52	144
3646_Aspergillus_fijiensis	GCF_003184825.1	XP_040797204.1	FAD_binding_2	PF00890.25	6.3e-10	144
