Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74273.1	SET	PF00856.29	5.4e-08	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74274.1				105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74275.1	Cation_ATPase	PF13246.7	3.3e-12	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74275.1	E1-E2_ATPase	PF00122.21	2.8e-06	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74275.1	Hydrolase	PF00702.27	1.3999999999999998e-10	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74275.1	PhoLip_ATPase_C	PF16212.6	1.1999999999999995e-67	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74275.1	PhoLip_ATPase_N	PF16209.6	1.6000000000000002e-23	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74276.1	DHQ_synthase	PF01761.21	6.499999999999999e-98	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74276.1	Fe-ADH_2	PF13685.7	1e-07	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74277.1	DHquinase_I	PF01487.16	1.5e-35	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74278.1	Aa_trans	PF01490.19	9.499999999999997e-82	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74279.1	Abhydrolase_1	PF00561.21	1.1e-13	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74279.1	Hydrolase_4	PF12146.9	5.5e-07	105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74280.1				105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74281.1				105
518_Phycomyces_blakesleeanus	GCA_001638985.2	OAD74282.1	DIT1_PvcA	PF05141.13	2.2e-66	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292313.1	SET	PF00856.29	5.4e-08	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292314.1				105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292315.1	Cation_ATPase	PF13246.7	3.3e-12	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292315.1	E1-E2_ATPase	PF00122.21	2.8e-06	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292315.1	Hydrolase	PF00702.27	1.3999999999999998e-10	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292315.1	PhoLip_ATPase_C	PF16212.6	1.1999999999999995e-67	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292315.1	PhoLip_ATPase_N	PF16209.6	1.6000000000000002e-23	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292316.1	DHQ_synthase	PF01761.21	6.499999999999999e-98	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292316.1	Fe-ADH_2	PF13685.7	1e-07	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292317.1	DHquinase_I	PF01487.16	1.5e-35	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292318.1	Aa_trans	PF01490.19	9.499999999999997e-82	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292319.1	Abhydrolase_1	PF00561.21	1.1e-13	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292319.1	Hydrolase_4	PF12146.9	5.5e-07	105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292320.1				105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292321.1				105
3564_Phycomyces_blakesleeanus	GCF_001638985.1	XP_018292322.1	DIT1_PvcA	PF05141.13	2.2e-66	105
