Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
139_Beauveria_bassiana	GCA_000280675.1	EJP61451.1	DIT1_PvcA	PF05141.13	7.799999999999997e-102	39
139_Beauveria_bassiana	GCA_000280675.1	EJP61452.1	p450	PF00067.23	7.399999999999999e-56	39
139_Beauveria_bassiana	GCA_000280675.1	EJP61453.1	ATG22	PF11700.9	2.899999999999999e-131	39
139_Beauveria_bassiana	GCA_000280675.1	EJP61454.1	MFS_1	PF07690.17	1.2e-42	39
139_Beauveria_bassiana	GCA_000280675.1	EJP61454.1	Sugar_tr	PF00083.25	2.7e-17	39
139_Beauveria_bassiana	GCA_000280675.1	EJP61455.1	Peptidase_A4	PF01828.18	1.7999999999999996e-40	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36172.1	DIT1_PvcA	PF05141.13	9.299999999999999e-102	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36173.1	p450	PF00067.23	3.5e-58	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36174.1	ATG22	PF11700.9	5.199999999999999e-128	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36175.1	MFS_1	PF07690.17	7.8e-43	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36175.1	Sugar_tr	PF00083.25	3.8e-17	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36176.1	MFS_1	PF07690.17	1.1e-31	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36176.1	MFS_4	PF06779.15	7.000000000000001e-10	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36177.1	A_deaminase	PF00962.23	4.9e-41	39
516_Beauveria_brongniartii	GCA_001636735.1	OAA36178.1	PAD	PF03068.16	1.2999999999999995e-127	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15675.1	DUF2306	PF10067.10	7.6e-11	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15676.1				39
559_Beauveria_bassiana	GCA_001682635.1	PQK15677.1	GLEYA	PF10528.10	2.3e-24	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15678.1	Glyco_transf_25	PF01755.18	2.6e-09	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15679.1	MFS_1	PF07690.17	2.6e-25	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15679.1	Sugar_tr	PF00083.25	2.7e-08	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15680.1	Peptidase_M20	PF01546.29	1.8e-08	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15680.1	Peptidase_M28	PF04389.18	2.6999999999999997e-25	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15681.1	DJ-1_PfpI	PF01965.25	2.4e-20	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15682.1	DIT1_PvcA	PF05141.13	2.2e-101	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15683.1	p450	PF00067.23	2.3000000000000002e-58	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15684.1	ATG22	PF11700.9	2.899999999999999e-131	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15685.1	MFS_1	PF07690.17	5.999999999999999e-44	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15685.1	Sugar_tr	PF00083.25	2.1e-17	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15686.1	Peptidase_A4	PF01828.18	2.2e-39	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15687.1	MFS_1	PF07690.17	3.7e-31	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15687.1	MFS_4	PF06779.15	1.9e-09	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15688.1	A_deaminase	PF00962.23	4.1000000000000004e-44	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15689.1	PAD	PF03068.16	2.6999999999999987e-127	39
559_Beauveria_bassiana	GCA_001682635.1	PQK15690.1				39
1195_Beauveria_bassiana	GCA_010099065.1	KAF1738081.1	DIT1_PvcA	PF05141.13	7.4e-102	39
1195_Beauveria_bassiana	GCA_010099065.1	KAF1738082.1	p450	PF00067.23	1.4999999999999997e-56	39
1195_Beauveria_bassiana	GCA_010099065.1	KAF1738083.1	ATG22	PF11700.9	2.899999999999999e-131	39
1195_Beauveria_bassiana	GCA_010099065.1	KAF1738084.1	MFS_1	PF07690.17	1.2e-37	39
1195_Beauveria_bassiana	GCA_010099065.1	KAF1738084.1	Sugar_tr	PF00083.25	5.1e-16	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602906.1	DIT1_PvcA	PF05141.13	7.799999999999997e-102	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602907.1	p450	PF00067.23	7.399999999999999e-56	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602908.1	ATG22	PF11700.9	2.899999999999999e-131	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602909.1	MFS_1	PF07690.17	1.2e-42	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602909.1	Sugar_tr	PF00083.25	2.7e-17	39
3451_Beauveria_bassiana	GCF_000280675.1	XP_008602910.1	Peptidase_A4	PF01828.18	1.7999999999999996e-40	39
