Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
246_Capronia_epimyces	GCA_000585565.1	EXJ84787.1	HGTP_anticodon	PF03129.21	2.7e-08	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84787.1	tRNA-synt_2b	PF00587.26	2.5e-33	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84788.1	CBF	PF03914.18	2.1000000000000002e-48	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84789.1	Aa_trans	PF01490.19	6.6e-23	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84790.1	Anp1	PF03452.15	8.799999999999998e-111	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84791.1	Dcc1	PF09724.10	1.4e-12	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84792.1				76
246_Capronia_epimyces	GCA_000585565.1	EXJ84793.1				76
246_Capronia_epimyces	GCA_000585565.1	EXJ84794.1				76
246_Capronia_epimyces	GCA_000585565.1	EXJ84795.1	AMP-binding	PF00501.29	2.5e-27	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84795.1	DIT1_PvcA	PF05141.13	1.8000000000000002e-86	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84795.1	PP-binding	PF00550.26	7.2e-09	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84795.1	Transferase	PF02458.16	9.5e-09	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84796.1	MFS_1	PF07690.17	5.9e-17	76
246_Capronia_epimyces	GCA_000585565.1	EXJ84796.1	TRI12	PF06609.14	5.400000000000001e-06	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733772.1	HGTP_anticodon	PF03129.21	2.7e-08	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733772.1	tRNA-synt_2b	PF00587.26	2.5e-33	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733773.1	CBF	PF03914.18	2.1000000000000002e-48	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733774.1	Aa_trans	PF01490.19	6.6e-23	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733775.1	Anp1	PF03452.15	8.799999999999998e-111	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733776.1	Dcc1	PF09724.10	1.4e-12	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733777.1				76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733778.1				76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733779.1				76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733780.1	AMP-binding	PF00501.29	2.5e-27	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733780.1	DIT1_PvcA	PF05141.13	1.8000000000000002e-86	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733780.1	PP-binding	PF00550.26	7.2e-09	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733780.1	Transferase	PF02458.16	9.5e-09	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733781.1	MFS_1	PF07690.17	5.9e-17	76
3518_Capronia_epimyces	GCF_000585565.1	XP_007733781.1	TRI12	PF06609.14	5.400000000000001e-06	76
