Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
427_Diplodia_seriata	GCA_001006355.1	KKY19689.1				91
427_Diplodia_seriata	GCA_001006355.1	KKY19690.1	Glyco_hydro_18	PF00704.29	4e-91	91
427_Diplodia_seriata	GCA_001006355.1	KKY19691.1	Ctr	PF04145.16	1.1e-40	91
427_Diplodia_seriata	GCA_001006355.1	KKY19692.1	DIT1_PvcA	PF05141.13	2.4e-86	91
427_Diplodia_seriata	GCA_001006355.1	KKY19693.1	p450	PF00067.23	2.8000000000000004e-49	91
427_Diplodia_seriata	GCA_001006355.1	KKY19694.1	MFS_1	PF07690.17	4.7e-46	91
427_Diplodia_seriata	GCA_001006355.1	KKY19694.1	Sugar_tr	PF00083.25	4.700000000000001e-12	91
427_Diplodia_seriata	GCA_001006355.1	KKY19695.1				91
427_Diplodia_seriata	GCA_001006355.1	KKY19696.1	PFU	PF09070.12	1.8000000000000002e-44	91
427_Diplodia_seriata	GCA_001006355.1	KKY19696.1	PUL	PF08324.12	6.3e-62	91
427_Diplodia_seriata	GCA_001006355.1	KKY19696.1	WD40	PF00400.33	7.499999999999998e-34	91
427_Diplodia_seriata	GCA_001006355.1	KKY19697.1				91
427_Diplodia_seriata	GCA_001006355.1	KKY19698.1	FAD_binding_4	PF01565.24	2.2e-27	91
427_Diplodia_seriata	GCA_001006355.1	KKY19699.1	MFS_1	PF07690.17	4.2e-28	91
427_Diplodia_seriata	GCA_001006355.1	KKY19699.1	Sugar_tr	PF00083.25	7.699999999999998e-79	91
427_Diplodia_seriata	GCA_001006355.1	KKY19699.1	TRI12	PF06609.14	1.8e-06	91
427_Diplodia_seriata	GCA_001006355.1	KKY19700.1	COX7a	PF02238.16	4.899999999999999e-24	91
427_Diplodia_seriata	GCA_001006355.1	KKY19701.1				91
585_Diplodia_corticola	GCA_001883845.1	OJD31391.1	DIT1_PvcA	PF05141.13	1.9e-87	91
585_Diplodia_corticola	GCA_001883845.1	OJD31398.1	p450	PF00067.23	1.6e-56	91
585_Diplodia_corticola	GCA_001883845.1	OJD31397.1	MFS_1	PF07690.17	1.6000000000000002e-44	91
585_Diplodia_corticola	GCA_001883845.1	OJD31397.1	Sugar_tr	PF00083.25	2e-13	91
585_Diplodia_corticola	GCA_001883845.1	OJD31396.1				91
585_Diplodia_corticola	GCA_001883845.1	OJD31395.1				91
585_Diplodia_corticola	GCA_001883845.1	OJD31400.1	PFU	PF09070.12	2e-44	91
585_Diplodia_corticola	GCA_001883845.1	OJD31400.1	PUL	PF08324.12	1.4999999999999996e-63	91
585_Diplodia_corticola	GCA_001883845.1	OJD31400.1	WD40	PF00400.33	2.2999999999999997e-34	91
585_Diplodia_corticola	GCA_001883845.1	OJD31399.1	BTB	PF00651.32	3.5e-12	91
585_Diplodia_corticola	GCA_001883845.1	OJD31352.1	FAD-oxidase_C	PF02913.20	3.6e-19	91
585_Diplodia_corticola	GCA_001883845.1	OJD31352.1	FAD_binding_4	PF01565.24	2.4e-26	91
585_Diplodia_corticola	GCA_001883845.1	OJD31353.1	MFS_1	PF07690.17	1.6e-28	91
585_Diplodia_corticola	GCA_001883845.1	OJD31353.1	Sugar_tr	PF00083.25	9.399999999999998e-79	91
585_Diplodia_corticola	GCA_001883845.1	OJD31353.1	TRI12	PF06609.14	2.1e-06	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127651.1	DIT1_PvcA	PF05141.13	1.9e-87	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127658.1	p450	PF00067.23	1.6e-56	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127657.1	MFS_1	PF07690.17	1.6000000000000002e-44	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127657.1	Sugar_tr	PF00083.25	2e-13	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127656.1				91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127655.1				91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127660.1	PFU	PF09070.12	2e-44	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127660.1	PUL	PF08324.12	1.4999999999999996e-63	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127660.1	WD40	PF00400.33	2.2999999999999997e-34	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127659.1	BTB	PF00651.32	3.5e-12	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127612.1	FAD-oxidase_C	PF02913.20	3.6e-19	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127612.1	FAD_binding_4	PF01565.24	2.4e-26	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127613.1	MFS_1	PF07690.17	1.6e-28	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127613.1	Sugar_tr	PF00083.25	9.399999999999998e-79	91
3590_Diplodia_corticola	GCF_001883845.1	XP_020127613.1	TRI12	PF06609.14	2.1e-06	91
