Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
306_Metarhizium_album	GCA_000804445.1	KHN94903.1	DIT1_PvcA	PF05141.13	4.4e-87	85
306_Metarhizium_album	GCA_000804445.1	KHN94904.1	MFS_1	PF07690.17	3.3e-22	85
306_Metarhizium_album	GCA_000804445.1	KHN94905.1	SGL	PF08450.13	7.200000000000001e-20	85
306_Metarhizium_album	GCA_000804445.1	KHN94906.1	Cupin_2	PF07883.12	3e-07	85
306_Metarhizium_album	GCA_000804445.1	KHN94907.1	ADH_N	PF08240.13	5.1e-07	85
306_Metarhizium_album	GCA_000804445.1	KHN94907.1	ADH_zinc_N	PF00107.27	2.5e-15	85
306_Metarhizium_album	GCA_000804445.1	KHN94907.1	ADH_zinc_N_2	PF13602.7	1.2e-15	85
901_Xylaria_grammica	GCA_004014815.1	RWA08662.1	ADH_N	PF08240.13	3.8e-08	85
901_Xylaria_grammica	GCA_004014815.1	RWA08662.1	ADH_zinc_N	PF00107.27	9.2e-14	85
901_Xylaria_grammica	GCA_004014815.1	RWA08662.1	ADH_zinc_N_2	PF13602.7	1.7e-16	85
901_Xylaria_grammica	GCA_004014815.1	RWA08651.1	Cu-oxidase	PF00394.23	7.3000000000000005e-37	85
901_Xylaria_grammica	GCA_004014815.1	RWA08651.1	Cu-oxidase_2	PF07731.15	2.2e-37	85
901_Xylaria_grammica	GCA_004014815.1	RWA08651.1	Cu-oxidase_3	PF07732.16	1.4e-40	85
901_Xylaria_grammica	GCA_004014815.1	RWA08650.1	DIT1_PvcA	PF05141.13	7.899999999999999e-88	85
901_Xylaria_grammica	GCA_004014815.1	RWA08649.1	MFS_1	PF07690.17	9.999999999999999e-33	85
901_Xylaria_grammica	GCA_004014815.1	RWA08648.1	SGL	PF08450.13	7.4e-19	85
901_Xylaria_grammica	GCA_004014815.1	RWA08653.1				85
3529_Metarhizium_album	GCF_000804445.1	XP_040675969.1	DIT1_PvcA	PF05141.13	4.4e-87	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675970.1	MFS_1	PF07690.17	3.3e-22	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675971.1	SGL	PF08450.13	7.200000000000001e-20	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675972.1	Cupin_2	PF07883.12	3e-07	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675973.1	ADH_N	PF08240.13	5.1e-07	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675973.1	ADH_zinc_N	PF00107.27	2.5e-15	85
3529_Metarhizium_album	GCF_000804445.1	XP_040675973.1	ADH_zinc_N_2	PF13602.7	1.2e-15	85
