Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1_Talaromyces_marneffei	GCA_000001985.1	EEA28616.1	Transglut_core	PF01841.20	1.6e-12	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28617.1	Arf	PF00025.22	1e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28617.1	Ras	PF00071.23	9.3e-31	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28617.1	Roc	PF08477.14	7.899999999999999e-24	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28618.1	ANAPC4_WD40	PF12894.8	1.8e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28618.1	CAF1C_H4-bd	PF12265.9	4.1e-15	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28618.1	WD40	PF00400.33	1.9e-12	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28619.1	Fungal_trans	PF04082.19	9.499999999999999e-24	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28619.1	zf-C2H2	PF00096.27	1.5e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28619.1	zf-H2C2_2	PF13465.7	3.7e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28620.1	Utp8	PF10395.10	7.9e-14	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28621.1	AAA	PF00004.30	2.1e-08	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28621.1	Rad17	PF03215.16	1.5e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28622.1	RA	PF00788.24	3.3e-13	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28622.1	SAM_1	PF00536.31	1.4e-12	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28622.1	SAM_2	PF07647.18	5.4e-15	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28623.1	Na_H_Exchanger	PF00999.22	2.0999999999999994e-77	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28623.1	Nha1_C	PF08619.11	3.199999999999999e-120	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28624.1	PX	PF00787.25	2.9e-16	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28625.1				1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA	PF00004.30	1.3999999999999998e-97	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_14	PF13173.7	2e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_16	PF13191.7	9.9e-13	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_17	PF13207.7	1.4e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_18	PF13238.7	2.7e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_2	PF07724.15	1.5e-14	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_22	PF13401.7	2.3e-09	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_24	PF13479.7	3.9e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_25	PF13481.7	3.2e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_28	PF13521.7	6.900000000000001e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_33	PF13671.7	4.3e-12	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_5	PF07728.15	2e-11	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_7	PF12775.8	6.9e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_lid_3	PF17862.2	6.399999999999999e-25	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	ABC_tran	PF00005.28	4.5e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	ATPase	PF06745.14	8.2e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Bac_DnaA	PF00308.19	3e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	CDC48_2	PF02933.18	1e-08	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	CDC48_N	PF02359.19	1.2e-18	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	DUF815	PF05673.14	1.1e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	IstB_IS21	PF01695.18	1.2e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Mg_chelatase	PF01078.22	4.2e-08	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Parvo_NS1	PF01057.18	7.400000000000001e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	RNA_helicase	PF00910.23	5.1e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	RuvB_N	PF05496.13	4.2e-14	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Sigma54_activat	PF00158.27	2.9e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	TIP49	PF06068.14	1.2e-09	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Vps4_C	PF09336.11	3.3e-06	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	E1-E2_ATPase	PF00122.21	3.499999999999999e-49	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	HAD	PF12710.8	1.7e-05	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	HMA	PF00403.27	4.2e-28	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	Hydrolase	PF00702.27	5.4e-33	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	Hydrolase_3	PF08282.13	3.8e-08	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28628.1	DIT1_PvcA	PF05141.13	4.799999999999999e-81	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28629.1	MFS_1	PF07690.17	2.1000000000000004e-26	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28630.1	DJ-1_PfpI	PF01965.25	6.1e-07	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28631.1	Amidase	PF01425.22	2.2e-33	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28631.1	DIT1_PvcA	PF05141.13	9.4e-88	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28632.1	PEX11	PF05648.15	1.8000000000000004e-13	1*
1_Talaromyces_marneffei	GCA_000001985.1	EEA28633.1	Mpv17_PMP22	PF04117.13	2.7e-13	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA	PF00004.30	1.3999999999999998e-97	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_14	PF13173.7	2e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_16	PF13191.7	9.9e-13	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_17	PF13207.7	1.4e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_18	PF13238.7	2.7e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_2	PF07724.15	1.5e-14	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_22	PF13401.7	2.3e-09	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_24	PF13479.7	3.9e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_25	PF13481.7	3.2e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_28	PF13521.7	6.900000000000001e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_33	PF13671.7	4.3e-12	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_5	PF07728.15	2e-11	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_7	PF12775.8	6.9e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	AAA_lid_3	PF17862.2	6.399999999999999e-25	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	ABC_tran	PF00005.28	4.5e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	ATPase	PF06745.14	8.2e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Bac_DnaA	PF00308.19	3e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	CDC48_2	PF02933.18	1e-08	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	CDC48_N	PF02359.19	1.2e-18	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	DUF815	PF05673.14	1.1e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	IstB_IS21	PF01695.18	1.2e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Mg_chelatase	PF01078.22	4.2e-08	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Parvo_NS1	PF01057.18	7.400000000000001e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	RNA_helicase	PF00910.23	5.1e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	RuvB_N	PF05496.13	4.2e-14	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Sigma54_activat	PF00158.27	2.9e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	TIP49	PF06068.14	1.2e-09	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28626.1	Vps4_C	PF09336.11	3.3e-06	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	E1-E2_ATPase	PF00122.21	3.499999999999999e-49	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	HAD	PF12710.8	1.7e-05	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	HMA	PF00403.27	4.2e-28	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	Hydrolase	PF00702.27	5.4e-33	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28627.1	Hydrolase_3	PF08282.13	3.8e-08	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28628.1	DIT1_PvcA	PF05141.13	4.799999999999999e-81	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28629.1	MFS_1	PF07690.17	2.1000000000000004e-26	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28630.1	DJ-1_PfpI	PF01965.25	6.1e-07	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28631.1	Amidase	PF01425.22	2.2e-33	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28631.1	DIT1_PvcA	PF05141.13	9.4e-88	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28632.1	PEX11	PF05648.15	1.8000000000000004e-13	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28633.1	Mpv17_PMP22	PF04117.13	2.7e-13	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28634.1	Cullin_binding	PF03556.16	1.1e-31	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28634.1	UBA_4	PF14555.7	1.1e-13	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28635.1	UPF0113	PF03657.14	2.1e-21	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28635.1	UPF0113_N	PF17833.2	5.3e-27	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28636.1	CBF	PF03914.18	3.3000000000000003e-25	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28636.1	NOC3p	PF07540.12	1.3999999999999998e-29	1*
4_Talaromyces_marneffei	GCA_000001985.1	EEA28637.1				1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22840.1	DIT1_PvcA	PF05141.13	3.2000000000000002e-87	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22841.1	DJ-1_PfpI	PF01965.25	6.2e-07	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22842.1	MFS_1	PF07690.17	1.3999999999999998e-29	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22843.1	DIT1_PvcA	PF05141.13	3.3000000000000003e-78	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22844.1	E1-E2_ATPase	PF00122.21	1.6999999999999996e-47	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22844.1	HAD	PF12710.8	4.1e-07	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22844.1	HMA	PF00403.27	1.6000000000000002e-22	1*
12_Talaromyces_stipitatus	GCA_000003125.1	EED22844.1	Hydrolase	PF00702.27	5.3000000000000004e-33	1*
