Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69773.1	Fungal_trans_2	PF11951.9	9.2e-19	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69774.1				75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69775.1	DEAD	PF00270.30	3.2e-18	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69775.1	Helicase_C	PF00271.32	2e-20	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69775.1	ResIII	PF04851.16	2.2e-21	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69776.1	GFO_IDH_MocA	PF01408.23	1.6e-16	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69777.1	Abhydrolase_3	PF07859.14	6.099999999999999e-40	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69777.1	COesterase	PF00135.29	1.3e-06	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69778.1	DIT1_PvcA	PF05141.13	2.1e-12	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69779.1	Ferric_reduct	PF01794.20	3.8e-17	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69779.1	NAD_binding_6	PF08030.13	3e-12	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69780.1	p450	PF00067.23	4e-53	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69781.1	FAD_binding_4	PF01565.24	1.8000000000000004e-13	75
245_Cladophialophora_psammophila	GCA_000585535.1	EXJ69782.1	ACBP	PF00887.20	5.2e-23	75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92805.1	DIT1_PvcA	PF05141.13	2e-10	75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92806.1	DEAD	PF00270.30	2.1e-17	75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92806.1	Helicase_C	PF00271.32	2e-20	75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92806.1	ResIII	PF04851.16	5.3e-21	75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92807.1				75
331_Cladophialophora_bantiana	GCA_000835475.1	KIW92808.1				75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745625.1	Fungal_trans_2	PF11951.9	9.2e-19	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745626.1				75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745627.1	DEAD	PF00270.30	3.2e-18	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745627.1	Helicase_C	PF00271.32	2e-20	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745627.1	ResIII	PF04851.16	2.2e-21	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745628.1	GFO_IDH_MocA	PF01408.23	1.6e-16	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745629.1	Abhydrolase_3	PF07859.14	6.099999999999999e-40	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745629.1	COesterase	PF00135.29	1.3e-06	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745630.1	DIT1_PvcA	PF05141.13	2.1e-12	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745631.1	Ferric_reduct	PF01794.20	3.8e-17	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745631.1	NAD_binding_6	PF08030.13	3e-12	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745632.1	p450	PF00067.23	4e-53	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745633.1	FAD_binding_4	PF01565.24	1.8000000000000004e-13	75
3517_Cladophialophora_psammophila	GCF_000585535.1	XP_007745634.1	ACBP	PF00887.20	5.2e-23	75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619474.1	DIT1_PvcA	PF05141.13	2e-10	75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619475.1	DEAD	PF00270.30	2.1e-17	75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619475.1	Helicase_C	PF00271.32	2e-20	75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619475.1	ResIII	PF04851.16	5.3e-21	75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619476.1				75
3535_Cladophialophora_bantiana	GCF_000835475.1	XP_016619477.1				75
