Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171426.1	Lipase_3	PF01764.26	1.9e-07	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171427.1	Beta-lactamase	PF00144.25	2.6000000000000006e-42	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171428.1	ATG22	PF11700.9	1.1000000000000002e-51	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171429.1	ApbA	PF02558.17	5.8e-25	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171429.1	ApbA_C	PF08546.12	1.0999999999999998e-24	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171430.1	AMP-binding	PF00501.29	3.1e-54	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171430.1	Abhydrolase_6	PF12697.8	2e-05	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171430.1	PP-binding	PF00550.26	3.4e-07	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171430.1	Thioesterase	PF00975.21	2.9e-22	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171431.1	MFS_1	PF07690.17	7.8e-15	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171431.1	TRI12	PF06609.14	1.3e-06	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171432.1	AMP-binding	PF00501.29	4.3000000000000004e-29	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171432.1	PP-binding	PF00550.26	2e-07	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	ABC2_membrane	PF01061.25	1.1e-87	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	ABC2_membrane_7	PF19055.1	6.9e-10	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	ABC_tran	PF00005.28	9.4e-32	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	ABC_trans_N	PF14510.7	2.4e-13	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	DIT1_PvcA	PF05141.13	2.4e-95	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	PDR_CDR	PF06422.13	1.1e-35	179
1182_Zasmidium_cellare	GCA_010093935.1	KAF2171433.1	RsgA_GTPase	PF03193.17	1.2e-05	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672315.1	Lipase_3	PF01764.26	1.9e-07	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672316.1	Beta-lactamase	PF00144.25	2.6000000000000006e-42	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672317.1	ATG22	PF11700.9	1.1000000000000002e-51	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672318.1	ApbA	PF02558.17	5.8e-25	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672318.1	ApbA_C	PF08546.12	1.0999999999999998e-24	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672319.1	AMP-binding	PF00501.29	3.1e-54	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672319.1	Abhydrolase_6	PF12697.8	2e-05	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672319.1	PP-binding	PF00550.26	3.4e-07	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672319.1	Thioesterase	PF00975.21	2.9e-22	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672320.1	MFS_1	PF07690.17	7.8e-15	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672320.1	TRI12	PF06609.14	1.3e-06	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672321.1	AMP-binding	PF00501.29	4.3000000000000004e-29	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672321.1	PP-binding	PF00550.26	2e-07	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	ABC2_membrane	PF01061.25	1.1e-87	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	ABC2_membrane_7	PF19055.1	6.9e-10	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	ABC_tran	PF00005.28	9.4e-32	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	ABC_trans_N	PF14510.7	2.4e-13	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	DIT1_PvcA	PF05141.13	2.4e-95	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	PDR_CDR	PF06422.13	1.1e-35	179
3705_Zasmidium_cellare	GCF_010093935.1	XP_033672322.1	RsgA_GTPase	PF03193.17	1.2e-05	179
