Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
272_Tilletiaria_anomala	GCA_000711695.1	KDN47170.1	ATG22	PF11700.9	6.299999999999999e-65	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47171.1	DIT1_PvcA	PF05141.13	9.599999999999998e-70	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47172.1	UDPGT	PF00201.19	8.8e-13	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47173.1	p450	PF00067.23	1.8e-51	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	FtsJ	PF01728.20	2.6e-06	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_11	PF08241.13	3.3e-16	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_12	PF08242.13	4.2e-08	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_2	PF00891.19	1.4e-07	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_23	PF13489.7	6.6e-11	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_25	PF13649.7	3e-16	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Methyltransf_31	PF13847.7	1.1e-09	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47174.1	Ubie_methyltran	PF01209.19	2.3e-08	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47175.1	ABC_membrane	PF00664.24	7.1e-06	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_15	PF13175.7	1e-07	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_16	PF13191.7	3.1e-11	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_21	PF13304.7	7.2e-09	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_22	PF13401.7	1.1000000000000001e-08	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_23	PF13476.7	6.6e-07	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_29	PF13555.7	4.4e-10	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	AAA_30	PF13604.7	2.6e-06	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	ABC_membrane	PF00664.24	8e-74	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	ABC_tran	PF00005.28	7.599999999999999e-63	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	RsgA_GTPase	PF03193.17	1.1e-06	79
272_Tilletiaria_anomala	GCA_000711695.1	KDN47176.1	SMC_N	PF02463.20	3.3e-15	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243791.1	ATG22	PF11700.9	6.299999999999999e-65	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243792.1	DIT1_PvcA	PF05141.13	9.599999999999998e-70	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243793.1	UDPGT	PF00201.19	8.8e-13	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243794.1	p450	PF00067.23	1.8e-51	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	FtsJ	PF01728.20	2.6e-06	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_11	PF08241.13	3.3e-16	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_12	PF08242.13	4.2e-08	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_2	PF00891.19	1.4e-07	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_23	PF13489.7	6.6e-11	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_25	PF13649.7	3e-16	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Methyltransf_31	PF13847.7	1.1e-09	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243795.1	Ubie_methyltran	PF01209.19	2.3e-08	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243796.1	ABC_membrane	PF00664.24	7.1e-06	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_15	PF13175.7	1e-07	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_16	PF13191.7	3.1e-11	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_21	PF13304.7	7.2e-09	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_22	PF13401.7	1.1000000000000001e-08	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_23	PF13476.7	6.6e-07	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_29	PF13555.7	4.4e-10	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	AAA_30	PF13604.7	2.6e-06	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	ABC_membrane	PF00664.24	8e-74	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	ABC_tran	PF00005.28	7.599999999999999e-63	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	RsgA_GTPase	PF03193.17	1.1e-06	79
3521_Tilletiaria_anomala	GCF_000711695.1	XP_013243797.1	SMC_N	PF02463.20	3.3e-15	79
