Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1394_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5357459.1	DIT1_PvcA	PF05141.13	5.999999999999999e-70	187
1394_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5357459.1	TauD	PF02668.17	4.4e-29	187
1394_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5357460.1	PHD	PF00628.30	5.6e-06	187
1394_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5357465.1				187
1394_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5357466.1	Alpha_kinase	PF02816.19	4.2e-08	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344864.1	Avl9	PF09794.10	1.2999999999999998e-125	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344864.1	DENND11	PF09804.10	9.3e-11	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344864.1	SPA	PF08616.11	5.8e-09	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344865.1	Coprogen_oxidas	PF01218.19	6.799999999999999e-131	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344932.1	ATP-cone	PF03477.17	1.6e-06	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344932.1	Ribonuc_red_lgC	PF02867.16	3.999999999999998e-182	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344932.1	Ribonuc_red_lgN	PF00317.22	2.5000000000000002e-22	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344930.1				187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344931.1				187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344933.1				187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344801.1	FAD_binding_2	PF00890.25	4e-05	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344801.1	GMC_oxred_C	PF05199.14	8.4e-23	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344801.1	GMC_oxred_N	PF00732.20	7.099999999999999e-64	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344800.1	GTP_CH_N	PF12471.9	8e-09	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344806.1	UBA	PF00627.32	1.7e-14	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344807.1				187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344808.1	RVT_2	PF07727.15	1.5e-06	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344789.1	zf-CCHC	PF00098.24	1.7e-05	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344803.1	ALO	PF04030.15	1.3e-05	187
1396_Tetrapyrgos_nigripes	GCA_013368315.1	KAF5344803.1	FAD_binding_4	PF01565.24	1.4e-06	187
