Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
158_Bipolaris_maydis	GCA_000338975.1	EMD86931.1				47
158_Bipolaris_maydis	GCA_000338975.1	EMD86932.1				47
158_Bipolaris_maydis	GCA_000338975.1	EMD86933.1	p450	PF00067.23	1.1e-21	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	HATPase_c	PF02518.27	6.2e-23	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	HisKA	PF00512.26	1.2e-06	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	PAS	PF00989.26	1.1e-05	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	PAS_3	PF08447.13	7.099999999999999e-05	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	PAS_4	PF08448.11	8.1e-10	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	PAS_8	PF13188.8	9.3e-07	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	PAS_9	PF13426.8	3e-05	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86934.1	Response_reg	PF00072.25	1e-19	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86935.1	WW	PF00397.27	3.5000000000000003e-10	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86936.1	CYSTM	PF12734.8	3.2e-15	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86937.1	UDG	PF03167.20	1.7e-16	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86938.1				47
158_Bipolaris_maydis	GCA_000338975.1	EMD86939.1				47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	DIT1_PvcA	PF05141.13	1.1999999999999996e-82	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	HATPase_c	PF02518.27	2.5000000000000002e-22	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	HisKA	PF00512.26	3.3e-09	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	PAS	PF00989.26	7.000000000000001e-06	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	PAS_4	PF08448.11	2.3e-09	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86940.1	Response_reg	PF00072.25	3.7e-23	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86941.1	F-box	PF00646.34	4.9e-12	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86941.1	F-box-like	PF12937.8	2.4e-08	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86941.1	LRR_4	PF12799.8	1.4e-06	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86941.1	TPR_1	PF00515.29	1.6e-05	47
158_Bipolaris_maydis	GCA_000338975.1	EMD86941.1	TPR_2	PF07719.18	9.3e-07	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59656.1	p450	PF00067.23	1.1999999999999998e-33	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59657.1	p450	PF00067.23	5.7e-26	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	HATPase_c	PF02518.27	1.4000000000000002e-23	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	HisKA	PF00512.26	9.2e-07	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	PAS	PF00989.26	1.1e-05	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	PAS_3	PF08447.13	6e-05	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	PAS_4	PF08448.11	1.3e-09	47
164_Bipolaris_sorokiniana	GCA_000338995.1	EMD59658.1	PAS_8	PF13188.8	8.8e-07	47
