Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
77_Trichoderma_atroviride	GCA_000171015.2	EHK49119.1				30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49120.1	ANAPC4_WD40	PF12894.8	4.5e-05	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49120.1	WD40	PF00400.33	5.200000000000001e-10	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49121.1	Fungal_trans_2	PF11951.9	4.8e-06	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49121.1	Zn_clus	PF00172.19	3.2e-05	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49122.1	TPR_12	PF13424.7	2.4e-05	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49123.1	HAD_2	PF13419.7	3.3000000000000005e-14	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49123.1	Hydrolase	PF00702.27	1.1e-07	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49124.1				30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49125.1				30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49126.1	Abhydrolase_1	PF00561.21	4.6e-07	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49126.1	EHN	PF06441.13	1.1000000000000001e-30	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49127.1	Zn_clus	PF00172.19	1.8e-07	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49128.1	AMP-binding	PF00501.29	1.6000000000000002e-19	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49128.1	PP-binding	PF00550.26	2.6e-08	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49128.1	Transferase	PF02458.16	3.3e-10	30
77_Trichoderma_atroviride	GCA_000171015.2	EHK49129.1	DIT1_PvcA	PF05141.13	1.6e-68	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25858.1	MFS_1	PF07690.17	3.9e-23	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25859.1	Epimerase	PF01370.22	4e-13	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25859.1	NAD_binding_4	PF07993.13	3.8999999999999997e-31	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	Epimerase	PF01370.22	4.1e-08	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	KR	PF08659.11	6.9e-05	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	NAD_binding_10	PF13460.7	9.3e-06	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	RmlD_sub_bind	PF04321.18	3.9e-05	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	adh_short	PF00106.26	3e-39	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25860.1	adh_short_C2	PF13561.7	2.700000000000001e-30	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25861.1	DIT1_PvcA	PF05141.13	9.8e-94	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25862.1	AMP-binding	PF00501.29	1.7e-20	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25862.1	PP-binding	PF00550.26	7.1e-09	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25862.1	Transferase	PF02458.16	5.7e-11	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25863.1	Zn_clus	PF00172.19	2.7e-07	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25864.1	Abhydrolase_1	PF00561.21	6.900000000000002e-08	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25864.1	EHN	PF06441.13	2.3e-29	30
484_Trichoderma_gamsii	GCA_001481775.2	PON25865.1				30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39000.1	DIT1_PvcA	PF05141.13	9.699999999999997e-94	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39001.1	AMP-binding	PF00501.29	6.1e-05	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39002.1	AMP-binding	PF00501.29	1e-17	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39002.1	PP-binding	PF00550.26	6.2e-09	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39002.1	Transferase	PF02458.16	4e-11	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39003.1	Zn_clus	PF00172.19	2.6e-07	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39004.1	Abhydrolase_1	PF00561.21	6.900000000000002e-08	30
731_Trichoderma_gamsii	GCA_002894205.1	PNP39004.1	EHN	PF06441.13	1.4999999999999998e-29	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947279.1				30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947280.1	ANAPC4_WD40	PF12894.8	4.5e-05	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947280.1	WD40	PF00400.33	5.200000000000001e-10	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947027.1	Fungal_trans_2	PF11951.9	4.8e-06	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947027.1	Zn_clus	PF00172.19	3.2e-05	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947281.1	TPR_12	PF13424.7	2.4e-05	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947282.1	HAD_2	PF13419.7	3.3000000000000005e-14	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947282.1	Hydrolase	PF00702.27	1.1e-07	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947283.1				30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947284.1				30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947285.1	Abhydrolase_1	PF00561.21	4.6e-07	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947285.1	EHN	PF06441.13	1.1000000000000001e-30	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947026.1	Zn_clus	PF00172.19	1.8e-07	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947286.1	AMP-binding	PF00501.29	1.6000000000000002e-19	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947286.1	PP-binding	PF00550.26	2.6e-08	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947286.1	Transferase	PF02458.16	3.3e-10	30
3417_Trichoderma_atroviride	GCF_000171015.1	XP_013947287.1	DIT1_PvcA	PF05141.13	1.6e-68	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663357.1	MFS_1	PF07690.17	3.9e-23	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663356.2	Epimerase	PF01370.22	4e-13	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663356.2	NAD_binding_4	PF07993.13	3.8999999999999997e-31	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	Epimerase	PF01370.22	4.1e-08	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	KR	PF08659.11	6.9e-05	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	NAD_binding_10	PF13460.7	9.3e-06	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	RmlD_sub_bind	PF04321.18	3.9e-05	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	adh_short	PF00106.26	3e-39	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405648.1	adh_short_C2	PF13561.7	2.700000000000001e-30	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663354.1	DIT1_PvcA	PF05141.13	9.8e-94	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663353.1	AMP-binding	PF00501.29	1.7e-20	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663353.1	PP-binding	PF00550.26	7.1e-09	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663353.1	Transferase	PF02458.16	5.7e-11	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663352.1	Zn_clus	PF00172.19	2.7e-07	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663351.1	Abhydrolase_1	PF00561.21	6.900000000000002e-08	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_018663351.1	EHN	PF06441.13	2.3e-29	30
3555_Trichoderma_gamsii	GCF_001481775.2	XP_024405649.1				30
