Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
547_Suhomyces_tanzawaensis	GCA_001661415.1	ODV80071.1	DIT1_PvcA	PF05141.13	1.1999999999999997e-96	109
547_Suhomyces_tanzawaensis	GCA_001661415.1	ODV80072.1	p450	PF00067.23	3.7e-50	109
547_Suhomyces_tanzawaensis	GCA_001661415.1	ODV80073.1	MFS_1	PF07690.17	1.4e-51	109
547_Suhomyces_tanzawaensis	GCA_001661415.1	ODV80073.1	Sugar_tr	PF00083.25	2.1e-19	109
547_Suhomyces_tanzawaensis	GCA_001661415.1	ODV80074.1	ATG22	PF11700.9	3.299999999999999e-136	109
3577_Suhomyces_tanzawaensis	GCF_001661415.1	XP_020065193.1	DIT1_PvcA	PF05141.13	1.1999999999999997e-96	109
3577_Suhomyces_tanzawaensis	GCF_001661415.1	XP_020065194.1	p450	PF00067.23	3.7e-50	109
3577_Suhomyces_tanzawaensis	GCF_001661415.1	XP_020065195.1	MFS_1	PF07690.17	1.4e-51	109
3577_Suhomyces_tanzawaensis	GCF_001661415.1	XP_020065195.1	Sugar_tr	PF00083.25	2.1e-19	109
3577_Suhomyces_tanzawaensis	GCF_001661415.1	XP_020065196.1	ATG22	PF11700.9	3.299999999999999e-136	109
