Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	3Beta_HSD	PF01073.20	3.6e-10	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	Epimerase	PF01370.22	1.4999999999999998e-24	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	GDP_Man_Dehyd	PF16363.6	5e-15	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	NAD_binding_10	PF13460.7	1.6e-06	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	NAD_binding_4	PF07993.13	7.7e-09	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	Polysacc_synt_2	PF02719.16	2e-06	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616896.1	RmlD_sub_bind	PF04321.18	1.6000000000000002e-10	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616897.1	GST_C_2	PF13410.7	2.7e-05	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616897.1	GST_N_2	PF13409.7	1.6e-07	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616897.1	GST_N_3	PF13417.7	1.2e-05	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616898.1	MBOAT_2	PF13813.7	8.9e-22	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616899.1				15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616900.1	PP2C	PF00481.22	1e-40	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616901.1				15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616902.1	DIT1_PvcA	PF05141.13	1.8999999999999995e-95	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616903.1	p450	PF00067.23	2.7e-53	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616904.1	ATG22	PF11700.9	6.099999999999999e-126	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616905.1	MFS_1	PF07690.17	1.8e-48	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616905.1	Sugar_tr	PF00083.25	7.999999999999999e-15	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616906.1	MFS_1	PF07690.17	7.699999999999999e-31	15
22_Aspergillus_flavus	GCA_000006275.3	KAF7616907.1	MFS_1	PF07690.17	1.2999999999999999e-27	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80427.1	LOR	PF04525.13	6.199999999999999e-11	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80580.1	Peptidase_S24	PF00717.24	5.7000000000000005e-06	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80580.1	Peptidase_S26	PF10502.10	7.3e-05	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80501.1	DIT1_PvcA	PF05141.13	4.8e-95	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80587.1	p450	PF00067.23	3.9e-45	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80653.1	MFS_1	PF07690.17	8.499999999999998e-48	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80653.1	Sugar_tr	PF00083.25	2.9e-15	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80544.1	MFS_1	PF07690.17	3.8999999999999997e-31	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80492.1	MFS_1	PF07690.17	3.2e-14	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80540.1	HAD_2	PF13419.7	1e-11	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80550.1				15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80741.1	ArAE_2	PF10334.10	7.999999999999998e-71	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80741.1	ArAE_2_N	PF10337.10	1.9999999999999996e-144	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80741.1	FUSC_2	PF13515.7	2.6000000000000003e-10	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80435.1	DUF3659	PF12396.9	1.0999999999999997e-181	15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80490.1				15
130_Aspergillus_oryzae	GCA_000269785.2	EIT80701.1				15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80635.1				15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80683.1				15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80849.1	DUF3659	PF12396.9	1.0999999999999997e-181	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE81044.1	ArAE_2	PF10334.10	7.899999999999998e-71	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE81044.1	ArAE_2_N	PF10337.10	1.9999999999999996e-144	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE81044.1	FUSC_2	PF13515.7	2.5e-10	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80670.1				15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80669.1				15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80747.1	HAD_2	PF13419.7	1e-11	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80758.1	MFS_1	PF07690.17	3.1e-14	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80807.1	MFS_1	PF07690.17	3.8e-31	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80861.1	MFS_1	PF07690.17	8.400000000000001e-48	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80861.1	Sugar_tr	PF00083.25	2.9e-15	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80887.1	p450	PF00067.23	3.9e-45	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80875.1	DIT1_PvcA	PF05141.13	4.699999999999999e-95	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80640.1	Peptidase_S24	PF00717.24	5.6e-06	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80640.1	Peptidase_S26	PF10502.10	7.099999999999999e-05	15
267_Aspergillus_oryzae	GCA_000691885.1	KDE80692.1	LOR	PF04525.13	6.100000000000001e-11	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11630.1	MFS_1	PF07690.17	3.2999999999999994e-48	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11630.1	Sugar_tr	PF00083.25	4.1e-14	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11631.1	ATG22	PF11700.9	5.099999999999998e-126	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11632.1	p450	PF00067.23	3.5000000000000003e-44	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11633.1	DIT1_PvcA	PF05141.13	1.3999999999999998e-93	15
333_Aspergillus_flavus	GCA_000952835.1	KOC11634.1	PP2C	PF00481.22	4.2e-39	15
333_Aspergillus_flavus	GCA_000952835.1	KOC17913.1	Beta-lactamase	PF00144.25	9.599999999999999e-41	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64137.1	AA_permease	PF00324.22	6.8e-14	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64137.1	AA_permease_2	PF13520.7	2.8999999999999992e-86	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64125.1	ADH_zinc_N	PF00107.27	3.4e-10	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64136.1	Bac_luciferase	PF00296.21	2.9999999999999996e-60	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64133.1	FMO-like	PF00743.20	1.1000000000000002e-19	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64133.1	NAD_binding_8	PF13450.7	4.9e-12	15
338_Aspergillus_parasiticus	GCA_000956085.1	KJK64133.1	Pyr_redox_2	PF07992.15	1.4e-07	15
