Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45898.1	BBE	PF08031.13	6e-12	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45898.1	FAD_binding_4	PF01565.24	1.5000000000000001e-30	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45902.1	EFG_C	PF00679.25	6.2e-15	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45902.1	EFG_III	PF14492.7	6.3e-09	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45902.1	GTP_EFTU	PF00009.28	4.3e-51	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45902.1	GTP_EFTU_D2	PF03144.26	6e-09	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45906.1	PH	PF00169.30	9.999999999999999e-32	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45906.1	PH_11	PF15413.7	4.1999999999999996e-09	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45906.1	PH_8	PF15409.7	2.1e-06	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45906.1	PH_9	PF15410.7	8.6e-11	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45905.1	vWA-TerF-like	PF10138.10	1.5e-07	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45903.1	Cu-oxidase_2	PF07731.15	1.9999999999999998e-32	61
198_Neofusicoccum_parvum	GCA_000385595.1	EOD45897.1	DIT1_PvcA	PF05141.13	9.1e-87	61
