Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
226_Bipolaris_zeicola	GCA_000523435.1	EUC27038.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27039.1	AMP-binding	PF00501.29	9.4e-26	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27039.1	DIT1_PvcA	PF05141.13	1.5999999999999995e-94	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27039.1	PP-binding	PF00550.26	2.9e-07	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27039.1	Transferase	PF02458.16	1.3000000000000001e-12	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27035.1	Mg_trans_NIPA	PF05653.15	3.2e-88	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27036.1	COG4	PF08318.13	9.900000000000001e-123	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27036.1	Glyco_hydro_125	PF06824.12	6.5e-149	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27032.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27033.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27034.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27028.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27029.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27030.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27031.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27025.1				70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27026.1	adh_short	PF00106.26	2.5e-35	70
226_Bipolaris_zeicola	GCA_000523435.1	EUC27026.1	adh_short_C2	PF13561.7	7.9e-27	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718657.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718658.1	AMP-binding	PF00501.29	9.4e-26	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718658.1	DIT1_PvcA	PF05141.13	1.5999999999999995e-94	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718658.1	PP-binding	PF00550.26	2.9e-07	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718658.1	Transferase	PF02458.16	1.3000000000000001e-12	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718659.1	Mg_trans_NIPA	PF05653.15	3.2e-88	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718660.1	COG4	PF08318.13	9.900000000000001e-123	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718660.1	Glyco_hydro_125	PF06824.12	6.5e-149	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718661.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718662.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718663.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718664.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718665.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718666.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718667.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718668.1				70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718669.1	adh_short	PF00106.26	2.5e-35	70
3505_Bipolaris_zeicola	GCF_000523435.1	XP_007718669.1	adh_short_C2	PF13561.7	7.9e-27	70
