Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
774_Trichoderma_asperellum	GCA_003025105.1	PTB36141.1	Fungal_trans	PF04082.19	2.8e-13	140
774_Trichoderma_asperellum	GCA_003025105.1	PTB36142.1	MFS_1	PF07690.17	7.000000000000001e-22	140
774_Trichoderma_asperellum	GCA_003025105.1	PTB36143.1	AMP-binding	PF00501.29	9.4e-26	140
774_Trichoderma_asperellum	GCA_003025105.1	PTB36143.1	DIT1_PvcA	PF05141.13	3.8e-94	140
774_Trichoderma_asperellum	GCA_003025105.1	PTB36143.1	PP-binding	PF00550.26	7.7e-07	140
774_Trichoderma_asperellum	GCA_003025105.1	PTB36143.1	Transferase	PF02458.16	1.1e-11	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755818.1	Fungal_trans	PF04082.19	2.8e-13	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755819.1	MFS_1	PF07690.17	7.000000000000001e-22	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755820.1	AMP-binding	PF00501.29	9.4e-26	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755820.1	DIT1_PvcA	PF05141.13	3.8e-94	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755820.1	PP-binding	PF00550.26	7.7e-07	140
3628_Trichoderma_asperellum	GCF_003025105.1	XP_024755820.1	Transferase	PF02458.16	1.1e-11	140
