Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
238_Bipolaris_victoriae	GCA_000527765.1	EUN21427.1	p450	PF00067.23	2.5e-41	72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21428.1				72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21429.1	DIT1_PvcA	PF05141.13	2.8e-12	72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21430.1	FAD_binding_3	PF01494.20	2.1e-28	72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21431.1				72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21432.1				72
238_Bipolaris_victoriae	GCA_000527765.1	EUN21433.1	KR	PF08659.11	3.1e-15	72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014551004.1	p450	PF00067.23	2.5e-41	72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014551005.1				72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014551006.1	DIT1_PvcA	PF05141.13	2.8e-12	72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014551007.1	FAD_binding_3	PF01494.20	2.1e-28	72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014550996.1				72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014551008.1				72
3510_Bipolaris_victoriae	GCF_000527765.1	XP_014550997.1	KR	PF08659.11	3.1e-15	72
