Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26770.1	Fungal_trans_2	PF11951.9	9.999999999999999e-26	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26770.1	p450	PF00067.23	2.7999999999999994e-67	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26769.1				56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26089.1				56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26090.1	3Beta_HSD	PF01073.20	3.1e-06	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26090.1	Epimerase	PF01370.22	4.5e-07	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26090.1	NAD_binding_10	PF13460.7	9.5e-11	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26090.1	NmrA	PF05368.14	7.3e-09	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26090.1	Semialdhyde_dh	PF01118.25	6.2e-06	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26087.1	Aldedh	PF00171.23	1.8999999999999998e-178	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26088.1	DJ-1_PfpI	PF01965.25	1.7e-15	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26085.1	MFS_1	PF07690.17	3.6e-25	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26086.1	Amidase	PF01425.22	1.1999999999999999e-32	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26083.1	DIT1_PvcA	PF05141.13	4.199999999999999e-81	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26084.1	DIT1_PvcA	PF05141.13	6.199999999999999e-67	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26081.1	Amidohydro_1	PF01979.21	5e-13	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26081.1	Amidohydro_3	PF07969.12	9.999999999999998e-68	56
181_Colletotrichum_orbiculare	GCA_000350065.2	TDZ26082.1	Y_phosphatase3	PF13350.7	6.3e-51	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27318.1				56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	DAO	PF01266.25	2.7999999999999995e-44	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	FAD_binding_2	PF00890.25	1.1e-05	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	FAD_binding_3	PF01494.20	3.3e-05	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	FAD_oxidored	PF12831.8	5.7000000000000005e-06	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	NAD_binding_8	PF13450.7	8.2e-07	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27317.1	Pyr_redox_2	PF07992.15	8.9e-05	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27316.1				56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27354.1	CoA_binding	PF02629.20	2.2e-17	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27354.1	Ligase_CoA	PF00549.20	2.5e-17	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27354.1	Succ_CoA_lig	PF13607.7	1.4e-09	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27322.1	ADH_N	PF08240.13	1.3e-09	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27322.1	ADH_zinc_N	PF00107.27	2e-07	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27322.1	ADH_zinc_N_2	PF13602.7	1.2e-09	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27321.1				56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27320.1	Amidohydro_2	PF04909.15	1.5e-13	56
973_Colletotrichum_spinosum	GCA_004366825.1	TDZ27320.1	Gln-synt_C	PF00120.25	1.6999999999999998e-74	56
