Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61776.1	Tannase	PF07519.12	6.099999999999999e-146	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61777.1	GST_C_2	PF13410.7	2e-05	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61777.1	GST_N_3	PF13417.7	3.9e-07	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61778.1	MFS_1	PF07690.17	1.6e-43	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61778.1	Sugar_tr	PF00083.25	1.8e-11	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61779.1	p450	PF00067.23	6.8e-61	149
833_Aspergillus_mulundensis	GCA_003369625.1	RDW61780.1	DIT1_PvcA	PF05141.13	8.600000000000001e-88	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598907.1	Tannase	PF07519.12	6.099999999999999e-146	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598908.1	GST_C_2	PF13410.7	2e-05	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598908.1	GST_N_3	PF13417.7	3.9e-07	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598909.1	MFS_1	PF07690.17	1.6e-43	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598909.1	Sugar_tr	PF00083.25	1.8e-11	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598910.1	p450	PF00067.23	6.8e-61	149
3654_Aspergillus_mulundensis	GCF_003369625.1	XP_026598911.1	DIT1_PvcA	PF05141.13	8.600000000000001e-88	149
