Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1013_Cordyceps_javanica	GCA_006981975.1	TQW06270.1				161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06271.1				161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06272.1	Aldo_ket_red	PF00248.22	3.8e-31	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06273.1	Amidase	PF01425.22	6e-32	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	DAO	PF01266.25	1.3000000000000002e-10	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	FAD_binding_2	PF00890.25	5.1e-47	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	FAD_oxidored	PF12831.8	6.3e-06	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	HI0933_like	PF03486.15	7.8e-05	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	NAD_binding_8	PF13450.7	1.8e-05	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06274.1	Pyr_redox_2	PF07992.15	4.8e-06	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06275.1	DIT1_PvcA	PF05141.13	1.5999999999999996e-85	161
1013_Cordyceps_javanica	GCA_006981975.1	TQW06275.1	TauD	PF02668.17	2.1e-18	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94401.1				161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94402.1				161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94403.1	Aldo_ket_red	PF00248.22	3.8999999999999997e-31	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94404.1	Amidase	PF01425.22	6.2e-32	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	DAO	PF01266.25	1.3999999999999998e-10	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	FAD_binding_2	PF00890.25	5.199999999999998e-47	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	FAD_oxidored	PF12831.8	6.4e-06	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	HI0933_like	PF03486.15	8.1e-05	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	NAD_binding_8	PF13450.7	1.9e-05	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94405.1	Pyr_redox_2	PF07992.15	4.9000000000000005e-06	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94406.1	DIT1_PvcA	PF05141.13	1.5999999999999996e-85	161
1015_Cordyceps_javanica	GCA_006981985.1	TQV94406.1	TauD	PF02668.17	2.2000000000000002e-18	161
