Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
468_Phialophora_attinorum	GCA_001299255.1	KPI41993.1	Lactamase_B	PF00753.28	6.4e-09	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41827.1	Fungal_trans	PF04082.19	4.2e-18	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41890.1	ECH_1	PF00378.21	4.1e-40	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41890.1	ECH_2	PF16113.6	8.2e-20	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41890.1	HMGL-like	PF00682.20	3.3999999999999986e-39	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41843.1	ADH_N	PF08240.13	2.8999999999999995e-30	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41843.1	ADH_zinc_N	PF00107.27	3.6e-18	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41843.1	ADH_zinc_N_2	PF13602.7	2.3e-10	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41963.1	Aldedh	PF00171.23	1.0999999999999997e-143	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41954.1	Acyl-CoA_dh_1	PF00441.25	8.300000000000001e-27	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41954.1	Acyl-CoA_dh_2	PF08028.12	3.6e-09	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41954.1	Acyl-CoA_dh_M	PF02770.20	3.2000000000000003e-19	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41954.1	Acyl-CoA_dh_N	PF02771.17	4.4e-22	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42117.1	Mito_carr	PF00153.28	5.0999999999999984e-52	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42061.1	SGL	PF08450.13	8.6e-12	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42061.1	Str_synth	PF03088.17	8.499999999999999e-05	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41910.1	MR_MLE_C	PF13378.7	2.2e-50	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41910.1	MR_MLE_N	PF02746.17	1.3e-06	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41788.1	Fungal_trans	PF04082.19	1.1e-13	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41958.1	TauD	PF02668.17	1.4e-51	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42071.1	MFS_1	PF07690.17	7.4e-19	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42071.1	Sugar_tr	PF00083.25	9.5e-62	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42134.1	Sen15	PF09631.11	1.6e-11	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41965.1	Aldo_ket_red	PF00248.22	3.8e-60	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42024.1	Aldo_ket_red	PF00248.22	3.7e-51	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41889.1	Cdh1_DBD_1	PF18196.2	1.5e-06	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41889.1	Chromo	PF00385.25	1.9e-23	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41889.1	DUF4208	PF13907.7	2.9e-18	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41889.1	Helicase_C	PF00271.32	8.3e-19	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41889.1	SNF2_N	PF00176.24	5.699999999999999e-43	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	AAA	PF00004.30	7.1e-06	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	AAA_15	PF13175.7	9.7e-06	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	AAA_16	PF13191.7	1.5e-05	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	AAA_21	PF13304.7	9.7e-11	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	AAA_22	PF13401.7	7.099999999999999e-05	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	ABC_tran	PF00005.28	5.9e-36	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	Rad17	PF03215.16	2e-05	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	RsgA_GTPase	PF03193.17	5.7e-05	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41919.1	SMC_N	PF02463.20	1.4e-12	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42177.1	F-box	PF00646.34	5.8e-06	97
468_Phialophora_attinorum	GCA_001299255.1	KPI41804.1	RdRP	PF05183.13	1.7999999999999998e-171	97
468_Phialophora_attinorum	GCA_001299255.1	KPI42130.1	Pkinase	PF00069.26	1.5e-06	97
