Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73025.1	MFS_1	PF07690.17	3.4e-30	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73025.1	Sugar_tr	PF00083.25	5.400000000000001e-06	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73026.1	tRNA-synt_1b	PF00579.26	1.9e-10	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73027.1	Aldedh	PF00171.23	1.2999999999999998e-156	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73028.1	DAO	PF01266.25	4.0999999999999995e-34	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73028.1	NAD_binding_8	PF13450.7	4.2e-06	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73029.1				142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73030.1	DIT1_PvcA	PF05141.13	7.999999999999999e-83	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73031.1				142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73032.1	FAD_binding_3	PF01494.20	1.5e-07	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73033.1	NAD_binding_10	PF13460.7	1.3e-06	142
790_Aspergillus_heteromorphus	GCA_003184545.1	PWY73034.1				142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396679.1	MFS_1	PF07690.17	3.3e-30	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396679.1	Sugar_tr	PF00083.25	5.2e-06	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396680.1	tRNA-synt_1b	PF00579.26	1.9e-10	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396681.1	Aldedh	PF00171.23	1.2999999999999998e-156	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396682.1	DAO	PF01266.25	4.0000000000000006e-34	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396682.1	NAD_binding_8	PF13450.7	4.1e-06	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396683.1				142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396684.1	DIT1_PvcA	PF05141.13	7.7e-83	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396685.1				142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396686.1	FAD_binding_3	PF01494.20	1.4e-07	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396687.1	NAD_binding_10	PF13460.7	1.2e-06	142
3634_Aspergillus_heteromorphus	GCF_003184545.1	XP_025396688.1				142
