Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
61_Trichophyton_equinum	GCA_000151175.1	EGE05585.1	MFS_1	PF07690.17	3.1e-25	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05586.1	Zn_clus	PF00172.19	2.2e-07	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05587.1	Fungal_trans	PF04082.19	2.4e-16	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05587.1	Zn_clus	PF00172.19	1e-08	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05588.1	Trp_DMAT	PF11991.9	9.499999999999996e-108	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05589.1	AMP-binding	PF00501.29	2.799999999999999e-138	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05589.1	AMP-binding_C	PF13193.7	6e-11	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05589.1	Condensation	PF00668.21	2.5999999999999998e-86	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05589.1	PP-binding	PF00550.26	4.7000000000000005e-28	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05590.1	Methyltransf_2	PF00891.19	4e-27	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05591.1	AMP-binding	PF00501.29	1.8e-23	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05591.1	DIT1_PvcA	PF05141.13	8.199999999999999e-92	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05591.1	PP-binding	PF00550.26	5.900000000000001e-08	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05591.1	Transferase	PF02458.16	9.4e-14	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05592.1	MFS_1	PF07690.17	5.2000000000000016e-18	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05593.1				27
61_Trichophyton_equinum	GCA_000151175.1	EGE05594.1	DUF3435	PF11917.9	1.1000000000000001e-18	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_1	PF00515.29	1.3e-17	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_12	PF13424.7	1.1000000000000001e-08	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_14	PF13428.7	8.9e-15	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_16	PF13432.7	1.1e-06	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_17	PF13431.7	2.1e-08	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_19	PF14559.7	3.5e-15	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_2	PF07719.18	4.4e-14	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_6	PF13174.7	1.2e-07	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_7	PF13176.7	1.2e-07	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05317.1	TPR_8	PF13181.7	1.1e-15	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05318.1	Acyltransf_C	PF16076.6	3.8e-14	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05318.1	Acyltransferase	PF01553.22	6.4000000000000005e-28	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05319.1	NAD_kinase	PF01513.22	1.2e-48	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05320.1				27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	PBD	PF00786.29	1.4000000000000002e-23	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	PH	PF00169.30	7.900000000000001e-05	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	PH_11	PF15413.7	4.9e-17	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	PK_Tyr_Ser-Thr	PF07714.18	4e-51	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	Pkinase	PF00069.26	3.5999999999999993e-67	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05321.1	Pkinase_fungal	PF17667.2	9.2e-06	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05322.1				27
61_Trichophyton_equinum	GCA_000151175.1	EGE05323.1	HGTP_anticodon	PF03129.21	2.3e-20	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05323.1	tRNA-synt_2b	PF00587.26	2.4e-09	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05324.1	Brix	PF04427.19	4.7999999999999993e-23	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05325.1				27
61_Trichophyton_equinum	GCA_000151175.1	EGE05326.1	AWS	PF17907.2	3.7000000000000007e-10	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05326.1	Med26	PF08711.12	9.5e-06	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05326.1	SET	PF00856.29	5.400000000000001e-18	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05326.1	SRI	PF08236.12	6.4e-21	27
61_Trichophyton_equinum	GCA_000151175.1	EGE05327.1				27
61_Trichophyton_equinum	GCA_000151175.1	EGE05328.1				27
65_Trichophyton_rubrum	GCA_000151425.1	EGD92403.1	MFS_1	PF07690.17	3.3e-18	27
65_Trichophyton_rubrum	GCA_000151425.1	KFL63109.1	AMP-binding	PF00501.29	2.9e-23	27
65_Trichophyton_rubrum	GCA_000151425.1	KFL63109.1	DIT1_PvcA	PF05141.13	7.4e-94	27
65_Trichophyton_rubrum	GCA_000151425.1	KFL63110.1	PP-binding	PF00550.26	6.1e-09	27
65_Trichophyton_rubrum	GCA_000151425.1	KFL63110.1	Transferase	PF02458.16	7.1e-08	27
65_Trichophyton_rubrum	GCA_000151425.1	EGD92405.1				27
