Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
771_Trichoderma_asperellum	GCA_003025105.1	PTB38492.1	ABM	PF03992.17	2.6e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38493.1	Ribonuc_L-PSP	PF01042.22	4.2999999999999996e-24	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38494.1	adh_short	PF00106.26	3.7e-09	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38494.1	adh_short_C2	PF13561.7	3.4e-08	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	3Beta_HSD	PF01073.20	2e-06	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	Epimerase	PF01370.22	9.2e-06	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	NAD_binding_10	PF13460.7	1.9e-17	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	NmrA	PF05368.14	3.6e-19	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	Sacchrp_dh_NADP	PF03435.19	3.4e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38495.1	TrkA_N	PF02254.19	3.8e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38496.1	Acetyltransf_1	PF00583.26	2.7e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38496.1	FR47	PF08445.11	3.7e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38497.1	DIT1_PvcA	PF05141.13	1.7999999999999997e-88	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38497.1	TauD	PF02668.17	6.900000000000001e-26	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38498.1	DRMBL	PF07522.15	7e-05	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38498.1	Lactamase_B_2	PF12706.8	8.3e-06	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38499.1	DEAD	PF00270.30	4.599999999999998e-41	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38499.1	Helicase_C	PF00271.32	2.0000000000000002e-28	139
771_Trichoderma_asperellum	GCA_003025105.1	PTB38499.1	ResIII	PF04851.16	3.8e-07	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758169.1	ABM	PF03992.17	2.6e-05	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758170.1	Ribonuc_L-PSP	PF01042.22	4.2999999999999996e-24	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758171.1	adh_short	PF00106.26	3.7e-09	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758171.1	adh_short_C2	PF13561.7	3.4e-08	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	3Beta_HSD	PF01073.20	2e-06	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	Epimerase	PF01370.22	9.2e-06	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	NAD_binding_10	PF13460.7	1.9e-17	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	NmrA	PF05368.14	3.6e-19	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	Sacchrp_dh_NADP	PF03435.19	3.4e-05	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758172.1	TrkA_N	PF02254.19	3.8e-05	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758173.1	Acetyltransf_1	PF00583.26	2.7e-05	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758173.1	FR47	PF08445.11	3.7e-05	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758174.1	DIT1_PvcA	PF05141.13	1.7999999999999997e-88	139
3625_Trichoderma_asperellum	GCF_003025105.1	XP_024758174.1	TauD	PF02668.17	6.900000000000001e-26	139
