Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68716.1	KR	PF08659.11	6.4e-08	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68716.1	adh_short	PF00106.26	3.7e-33	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68716.1	adh_short_C2	PF13561.7	2.5e-33	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68717.1	SAT	PF16073.6	3.4e-40	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68718.1	DAO	PF01266.25	6.8e-05	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68718.1	FAD_binding_3	PF01494.20	2.7000000000000002e-58	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68719.1	DIT1_PvcA	PF05141.13	1.1e-85	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68719.1	TauD	PF02668.17	8.7e-17	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68720.1	p450	PF00067.23	2.7999999999999998e-39	121
597_Talaromyces_amestolkiae	GCA_001896365.1	RAO68721.1				121
683_Penicillium_occitanis	GCA_002382835.1	PCG99399.1	DIT1_PvcA	PF05141.13	3.3e-86	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99399.1	TauD	PF02668.17	7.2e-15	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99400.1	DAO	PF01266.25	7.099999999999999e-05	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99400.1	FAD_binding_3	PF01494.20	1.1e-58	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99401.1	SAT	PF16073.6	8e-41	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99402.1	KR	PF08659.11	8.7e-08	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99402.1	adh_short	PF00106.26	3.3e-33	121
683_Penicillium_occitanis	GCA_002382835.1	PCG99402.1	adh_short_C2	PF13561.7	1.3000000000000001e-33	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07323.1	DIT1_PvcA	PF05141.13	3.3e-86	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07323.1	TauD	PF02668.17	7.2e-15	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07324.1	DAO	PF01266.25	7.099999999999999e-05	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07324.1	FAD_binding_3	PF01494.20	1.1e-58	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07325.1	SAT	PF16073.6	7.899999999999998e-41	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07326.1	KR	PF08659.11	8.7e-08	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07326.1	adh_short	PF00106.26	3.3e-33	121
686_Penicillium_occitanis	GCA_002382855.1	PCH07326.1	adh_short_C2	PF13561.7	1.3000000000000001e-33	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406227.1	p450	PF00067.23	3.7e-20	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406228.1	DIT1_PvcA	PF05141.13	3.6000000000000004e-86	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406228.1	TauD	PF02668.17	3.7999999999999996e-16	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406229.1	DAO	PF01266.25	7.8e-05	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406229.1	FAD_binding_3	PF01494.20	1.2e-58	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406230.1	SAT	PF16073.6	2e-55	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406231.1	KR	PF08659.11	1.2e-07	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406231.1	adh_short	PF00106.26	5.8e-33	121
1237_Talaromyces_pinophilus	GCA_011392495.1	KAF3406231.1	adh_short_C2	PF13561.7	2.2e-33	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733232.1	KR	PF08659.11	6.4e-08	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733232.1	adh_short	PF00106.26	3.7e-33	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733232.1	adh_short_C2	PF13561.7	2.5e-33	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733233.1	SAT	PF16073.6	3.4e-40	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733234.1	DAO	PF01266.25	6.8e-05	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733234.1	FAD_binding_3	PF01494.20	2.7000000000000002e-58	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733235.1	DIT1_PvcA	PF05141.13	1.1e-85	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733235.1	TauD	PF02668.17	8.7e-17	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733236.1	p450	PF00067.23	2.7999999999999998e-39	121
3603_Talaromyces_amestolkiae	GCF_001896365.1	XP_040733237.1				121
