Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
2_Talaromyces_marneffei	GCA_000001985.1	EEA25487.1	CDP-OH_P_transf	PF01066.22	1.2e-13	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25488.1	AMP-binding	PF00501.29	5e-30	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25488.1	DIT1_PvcA	PF05141.13	1.6e-92	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25488.1	PP2C	PF00481.22	9.3e-34	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25488.1	Transferase	PF02458.16	2.3e-08	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25489.1	MFS_1	PF07690.17	3.8e-43	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25489.1	Sugar_tr	PF00083.25	5.9e-10	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25489.1	TRI12	PF06609.14	1.8e-06	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25490.1	MFS_1	PF07690.17	2.3e-23	2
2_Talaromyces_marneffei	GCA_000001985.1	EEA25491.1				2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15103.1	Iso_dh	PF00180.21	1.9999999999999998e-123	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15104.1	CDP-OH_P_transf	PF01066.22	1.1e-13	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15105.1	PP2C	PF00481.22	2.1e-35	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15106.1	AMP-binding	PF00501.29	2.700000000000001e-30	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15106.1	DIT1_PvcA	PF05141.13	8.7e-93	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15106.1	Transferase	PF02458.16	6.2e-09	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15107.1	MFS_1	PF07690.17	3.6e-43	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15107.1	Sugar_tr	PF00083.25	5.599999999999998e-10	2
1080_Talaromyces_marneffei	GCA_009556855.1	QGA15107.1	TRI12	PF06609.14	1.7e-06	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554208.1	Iso_dh	PF00180.21	1.9999999999999998e-123	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554209.1	CDP-OH_P_transf	PF01066.22	1.1e-13	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554210.1	PP2C	PF00481.22	2.1e-35	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554211.1	AMP-binding	PF00501.29	2.700000000000001e-30	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554211.1	DIT1_PvcA	PF05141.13	8.799999999999998e-93	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554211.1	Transferase	PF02458.16	6.2e-09	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554212.1	MFS_1	PF07690.17	3.6e-43	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554212.1	Sugar_tr	PF00083.25	5.599999999999998e-10	2
1084_Talaromyces_marneffei	GCA_009650675.1	KAE8554212.1	TRI12	PF06609.14	1.7e-06	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146034.1	CDP-OH_P_transf	PF01066.22	1.2e-13	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146035.1	AMP-binding	PF00501.29	5e-30	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146035.1	DIT1_PvcA	PF05141.13	1.6e-92	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146035.1	PP2C	PF00481.22	9.3e-34	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146035.1	Transferase	PF02458.16	2.3e-08	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146036.1	MFS_1	PF07690.17	3.8e-43	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146036.1	Sugar_tr	PF00083.25	5.9e-10	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146036.1	TRI12	PF06609.14	1.8e-06	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146037.1	MFS_1	PF07690.17	2.3e-23	2
3361_Talaromyces_marneffei	GCF_000001985.1	XP_002146038.1				2
