Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
168_Pseudocercospora_fijiensis	GCA_000340215.1	EME89728.1	DIT1_PvcA	PF05141.13	2.5999999999999995e-97	51
168_Pseudocercospora_fijiensis	GCA_000340215.1	EME89728.1	TauD	PF02668.17	4.4e-22	51
168_Pseudocercospora_fijiensis	GCA_000340215.1	EME89729.1	FAM192A_Fyv6_N	PF10187.10	9.800000000000001e-33	51
168_Pseudocercospora_fijiensis	GCA_000340215.1	EME89730.1	Fungal_trans	PF04082.19	3.7e-24	51
168_Pseudocercospora_fijiensis	GCA_000340215.1	EME89730.1	Zn_clus	PF00172.19	9.6e-10	51
3475_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007922245.1	DIT1_PvcA	PF05141.13	2.5999999999999995e-97	51
3475_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007922245.1	TauD	PF02668.17	4.4e-22	51
3475_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007922246.1	FAM192A_Fyv6_N	PF10187.10	9.800000000000001e-33	51
3475_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007922247.1	Fungal_trans	PF04082.19	3.7e-24	51
3475_Pseudocercospora_fijiensis	GCF_000340215.1	XP_007922247.1	Zn_clus	PF00172.19	9.6e-10	51
