Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
575_Penicillium_arizonense	GCA_001773325.1	OGE48739.1	N-SET	PF11764.9	2.1e-56	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48739.1	SET	PF00856.29	6.2e-20	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48739.1	SET_assoc	PF11767.9	1.4000000000000002e-25	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48759.1	GATase_4	PF13230.7	6e-05	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48759.1	GATase_6	PF13522.7	2.3e-17	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48759.1	GATase_7	PF13537.7	3.1e-11	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48759.1	SIS	PF01380.23	1.1000000000000001e-60	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48687.1	DMRL_synthase	PF00885.20	8.399999999999999e-57	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48692.1				112
575_Penicillium_arizonense	GCA_001773325.1	OGE48721.1				112
575_Penicillium_arizonense	GCA_001773325.1	OGE48702.1	Iso_dh	PF00180.21	1.2e-84	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48802.1	Methyltransf_11	PF08241.13	2.4e-11	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48802.1	Methyltransf_12	PF08242.13	2.4e-05	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48802.1	Methyltransf_25	PF13649.7	8.7e-11	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48802.1	Methyltransf_31	PF13847.7	6.6e-05	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48802.1	WBS_methylT	PF12589.9	9.5e-14	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48782.1	Erv26	PF04148.14	3.7e-94	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48677.1	PH	PF00169.30	1.4e-15	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48677.1	PH_11	PF15413.7	4.9000000000000005e-06	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48677.1	RhoGAP	PF00620.28	2.5e-42	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48699.1	ATP19	PF11022.9	2.6e-29	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48746.1	MTP18	PF10558.10	4.599999999999999e-84	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48793.1	DIT1_PvcA	PF05141.13	1.3e-56	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48722.1	DJ-1_PfpI	PF01965.25	1.8e-08	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48722.1	MFS_1	PF07690.17	1.4000000000000002e-22	112
575_Penicillium_arizonense	GCA_001773325.1	OGE48763.1	DIT1_PvcA	PF05141.13	1.9999999999999998e-50	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48793.1	DIT1_PvcA	PF05141.13	1.3e-56	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48722.1	DJ-1_PfpI	PF01965.25	1.8e-08	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48722.1	MFS_1	PF07690.17	1.4000000000000002e-22	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48763.1	DIT1_PvcA	PF05141.13	1.9999999999999998e-50	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48714.1				112
576_Penicillium_arizonense	GCA_001773325.1	OGE48773.1	Ribonuc_L-PSP	PF01042.22	1.9e-25	112
576_Penicillium_arizonense	GCA_001773325.1	OGE48703.1				112
3583_Penicillium_arizonense	GCF_001773325.1	XP_022484194.1	N-SET	PF11764.9	2.1e-56	112
3583_Penicillium_arizonense	GCF_001773325.1	XP_022484194.1	SET	PF00856.29	6.2e-20	112
3583_Penicillium_arizonense	GCF_001773325.1	XP_022484194.1	SET_assoc	PF11767.9	1.4000000000000002e-25	112
3583_Penicillium_arizonense	GCF_001773325.1	XP_022484214.1	GATase_4	PF13230.7	6e-05	112
3583_Penicillium_arizonense	GCF_001773325.1	XP_022484214.1	GATase_6	PF13522.7	2.3e-17	112
