Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
428_Diplodia_seriata	GCA_001006355.1	KKY22329.1	RRM_1	PF00076.23	1.8999999999999998e-26	92
428_Diplodia_seriata	GCA_001006355.1	KKY22330.1	NAD_binding_10	PF13460.7	4.500000000000001e-13	92
428_Diplodia_seriata	GCA_001006355.1	KKY22330.1	NmrA	PF05368.14	9.5e-26	92
428_Diplodia_seriata	GCA_001006355.1	KKY22331.1	HEAT_EZ	PF13513.7	3.2e-05	92
428_Diplodia_seriata	GCA_001006355.1	KKY22332.1	CDC27	PF09507.11	8.499999999999999e-75	92
428_Diplodia_seriata	GCA_001006355.1	KKY22333.1	Proteasom_Rpn13	PF04683.14	1.3999999999999999e-24	92
428_Diplodia_seriata	GCA_001006355.1	KKY22333.1	RPN13_C	PF16550.6	1.4e-12	92
428_Diplodia_seriata	GCA_001006355.1	KKY22334.1	Ribosomal_L6e	PF01159.20	8.699999999999998e-39	92
428_Diplodia_seriata	GCA_001006355.1	KKY22335.1				92
428_Diplodia_seriata	GCA_001006355.1	KKY22336.1				92
428_Diplodia_seriata	GCA_001006355.1	KKY22337.1	ESSS	PF10183.10	6.500000000000001e-21	92
428_Diplodia_seriata	GCA_001006355.1	KKY22338.1	MFS_1	PF07690.17	4.4e-11	92
428_Diplodia_seriata	GCA_001006355.1	KKY22338.1	Sugar_tr	PF00083.25	7.7e-09	92
428_Diplodia_seriata	GCA_001006355.1	KKY22339.1				92
428_Diplodia_seriata	GCA_001006355.1	KKY22340.1	DbpA	PF03880.16	8.099999999999999e-16	92
428_Diplodia_seriata	GCA_001006355.1	KKY22341.1	DUF218	PF02698.18	1.6e-07	92
428_Diplodia_seriata	GCA_001006355.1	KKY22342.1				92
428_Diplodia_seriata	GCA_001006355.1	KKY22343.1	MFS_1	PF07690.17	8.3e-54	92
428_Diplodia_seriata	GCA_001006355.1	KKY22343.1	Sugar_tr	PF00083.25	9.3e-13	92
428_Diplodia_seriata	GCA_001006355.1	KKY22344.1	p450	PF00067.23	3.2e-36	92
428_Diplodia_seriata	GCA_001006355.1	KKY22345.1	DIT1_PvcA	PF05141.13	4.499999999999999e-84	92
428_Diplodia_seriata	GCA_001006355.1	KKY22345.1	TauD	PF02668.17	1.2999999999999998e-19	92
428_Diplodia_seriata	GCA_001006355.1	KKY22346.1	FAD_binding_3	PF01494.20	2.9e-49	92
428_Diplodia_seriata	GCA_001006355.1	KKY22347.1	2OG-FeII_Oxy	PF03171.21	2e-16	92
428_Diplodia_seriata	GCA_001006355.1	KKY22347.1	DIOX_N	PF14226.7	6.500000000000001e-05	92
428_Diplodia_seriata	GCA_001006355.1	KKY22348.1	Glyco_hydro_88	PF07470.14	1.6e-64	92
