Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
74_Trichoderma_atroviride	GCA_000171015.2	EHK42457.1	Epimerase	PF01370.22	5.3e-06	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42457.1	NAD_binding_10	PF13460.7	6.5e-15	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42457.1	NmrA	PF05368.14	3.1999999999999997e-31	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42458.1	Ank	PF00023.31	1.9e-17	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42458.1	Ank_2	PF12796.8	6.6000000000000005e-37	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42458.1	Ank_3	PF13606.7	4.5e-16	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42458.1	Ank_4	PF13637.7	9.4e-20	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42458.1	Ank_5	PF13857.7	6.7e-16	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42459.1	MFS_1	PF07690.17	6.4e-43	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42459.1	OATP	PF03137.21	2.1e-05	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42459.1	Sugar_tr	PF00083.25	4.9e-11	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42460.1	p450	PF00067.23	2.6e-73	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	3Beta_HSD	PF01073.20	2e-05	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	AMP-binding	PF00501.29	1.0999999999999998e-24	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	Epimerase	PF01370.22	2.2e-16	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	GDP_Man_Dehyd	PF16363.6	5.1e-05	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	NAD_binding_4	PF07993.13	1.1999999999999998e-39	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42461.1	PP-binding	PF00550.26	3.1e-08	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42462.1	Aldo_ket_red	PF00248.22	2.6999999999999998e-70	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42463.1	DIT1_PvcA	PF05141.13	1.9e-87	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42463.1	TauD	PF02668.17	1.4000000000000002e-22	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42464.1	Abhydrolase_1	PF00561.21	7.999999999999999e-25	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42464.1	Abhydrolase_6	PF12697.8	1.8e-17	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42465.1				29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42466.1	Ank	PF00023.31	1.3e-15	29
74_Trichoderma_atroviride	GCA_000171015.2	EHK42466.1	Ank_2	PF12796.8	9.3e-22	29
