Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1032_Diutina_rugosa	GCA_008704595.1	KAA8903670.1	MFS_1	PF07690.17	9.2e-42	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903670.1	Sugar_tr	PF00083.25	8.599999999999998e-10	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903671.1	DIT1_PvcA	PF05141.13	4.199999999999999e-99	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903672.1	Exo_endo_phos	PF03372.24	1.6e-07	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903672.1	Syja_N	PF02383.19	6.099999999999998e-74	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903673.1	Asp	PF00026.24	3.2000000000000003e-19	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903674.1	LSM	PF01423.23	1.3000000000000001e-12	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903675.1	NT-C2	PF10358.10	1.4999999999999996e-36	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903676.1				165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903677.1	FeS_assembly_P	PF01883.20	4.1e-11	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903678.1	Foie-gras_1	PF11817.9	2.8e-08	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903678.1	Gryzun	PF07919.13	7.4e-12	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903679.1	Asp	PF00026.24	2.2e-44	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903679.1	Asp_protease_2	PF13650.7	4.2e-05	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903679.1	TAXi_N	PF14543.7	3.8e-07	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903680.1	AAA_16	PF13191.7	9.4e-11	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903680.1	ATPase_2	PF01637.19	3.1e-11	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	CS	PF04969.17	6e-18	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	SGS	PF05002.16	3.400000000000001e-29	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_1	PF00515.29	2.3e-09	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_11	PF13414.7	2.9e-06	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_12	PF13424.7	2.7e-09	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_16	PF13432.7	2.4e-05	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_17	PF13431.7	1.8e-05	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_2	PF07719.18	4.7e-11	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_8	PF13181.7	3.6e-09	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903681.1	TPR_9	PF13371.7	2.6e-06	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903682.1	Ank	PF00023.31	1.6e-05	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903682.1	Ank_2	PF12796.8	1.9e-06	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903682.1	Ank_3	PF13606.7	1.5e-06	165
1032_Diutina_rugosa	GCA_008704595.1	KAA8903682.1	Ank_5	PF13857.7	1.6e-07	165
