Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91649.1	Fungal_trans_2	PF11951.9	5.3e-06	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91650.1				141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91651.1	DIT1_PvcA	PF05141.13	1.9e-60	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91652.1	p450	PF00067.23	1.7e-20	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91653.1	DAO	PF01266.25	2.6e-08	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91653.1	FAD_binding_2	PF00890.25	8.6e-26	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91653.1	FAD_oxidored	PF12831.8	4.1e-06	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91653.1	HI0933_like	PF03486.15	1.1e-05	141
788_Aspergillus_sclerotioniger	GCA_003184525.1	PWY91653.1	Pyr_redox_2	PF07992.15	8.8e-05	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469377.1	Fungal_trans_2	PF11951.9	5.3e-06	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469378.1				141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469379.1	DIT1_PvcA	PF05141.13	1.9e-60	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469380.1	p450	PF00067.23	1.7e-20	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469381.1	DAO	PF01266.25	2.6e-08	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469381.1	FAD_binding_2	PF00890.25	8.6e-26	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469381.1	FAD_oxidored	PF12831.8	4.1e-06	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469381.1	HI0933_like	PF03486.15	1.1e-05	141
3631_Aspergillus_sclerotioniger	GCF_003184525.1	XP_025469381.1	Pyr_redox_2	PF07992.15	8.8e-05	141
