Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
219_Endocarpon_pusillum	GCA_000464535.1	ERF77118.1	Ank_2	PF12796.8	1.9e-07	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77118.1	Ank_4	PF13637.7	7.2e-09	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77118.1	Ank_5	PF13857.7	1.8e-07	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77119.1	MFS_1	PF07690.17	1.8e-38	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77119.1	Sugar_tr	PF00083.25	6.4e-08	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77120.1				67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77121.1	p450	PF00067.23	1.4e-50	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77122.1	DIT1_PvcA	PF05141.13	2.899999999999999e-93	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77123.1	DJ-1_PfpI	PF01965.25	1.1e-16	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77124.1	Ctr	PF04145.16	6.6e-44	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77125.1				67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77126.1				67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77127.1	RhoGAP	PF00620.28	2.5e-30	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77128.1	Prenyltrans	PF00432.22	2.9e-52	67
219_Endocarpon_pusillum	GCA_000464535.1	ERF77128.1	SQHop_cyclase_N	PF13249.7	8.8e-05	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785530.1	Ank_2	PF12796.8	1.9e-07	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785530.1	Ank_4	PF13637.7	7.2e-09	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785530.1	Ank_5	PF13857.7	1.8e-07	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785531.1	MFS_1	PF07690.17	1.8e-38	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785531.1	Sugar_tr	PF00083.25	6.4e-08	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785532.1				67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785533.1	p450	PF00067.23	1.4e-50	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785534.1	DIT1_PvcA	PF05141.13	2.899999999999999e-93	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785535.1	DJ-1_PfpI	PF01965.25	1.1e-16	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785536.1	Ctr	PF04145.16	6.6e-44	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785537.1				67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785538.1				67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785539.1	RhoGAP	PF00620.28	2.5e-30	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785540.1	Prenyltrans	PF00432.22	2.9e-52	67
3496_Endocarpon_pusillum	GCF_000464535.1	XP_007785540.1	SQHop_cyclase_N	PF13249.7	8.8e-05	67
