Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
227_Bipolaris_zeicola	GCA_000523435.1	EUC31887.1	Amidase	PF01425.22	4.4999999999999996e-34	71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31888.1	MFS_1	PF07690.17	4.199999999999999e-25	71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31889.1	DIT1_PvcA	PF05141.13	9.7e-80	71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31890.1				71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31891.1	Glyco_hydro_18	PF00704.29	7.1e-09	71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31892.1				71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31893.1				71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31894.1				71
227_Bipolaris_zeicola	GCA_000523435.1	EUC31895.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29839.1	Amidase	PF01425.22	8.5e-34	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29840.1	MFS_1	PF07690.17	1.5999999999999998e-25	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29841.1	DIT1_PvcA	PF05141.13	9.7e-80	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29842.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29843.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29844.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29845.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29846.1	SesA	PF17107.6	1.4e-35	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29847.1	HET	PF06985.12	5.5e-14	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29848.1				71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29849.1	ALO	PF04030.15	1.4e-06	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29849.1	FAD_binding_4	PF01565.24	2.3e-06	71
235_Bipolaris_victoriae	GCA_000527765.1	EUN29850.1				71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559368.1	Aminotran_1_2	PF00155.22	1.5e-08	71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559368.1	Beta_elim_lyase	PF01212.22	8.999999999999998e-66	71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559369.1	AMP-binding	PF00501.29	1.199999999999999e-236	71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559369.1	AMP-binding_C	PF13193.7	1.2e-15	71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559369.1	Condensation	PF00668.21	1.0999999999999998e-161	71
1665_Bipolaris_maydis	GCA_019454015.1	KAH7559369.1	Methyltransf_12	PF08242.13	3.2e-05	71
