Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
218_Endocarpon_pusillum	GCA_000464535.1	ERF73020.1	DIT1_PvcA	PF05141.13	4.799999999999999e-91	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73020.1	TauD	PF02668.17	1.6000000000000002e-23	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73021.1	p450	PF00067.23	1.9e-48	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73022.1	MFS_1	PF07690.17	8.399999999999999e-40	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73022.1	Sugar_tr	PF00083.25	1.3e-15	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73023.1	ADH_zinc_N	PF00107.27	2.6e-08	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73024.1	SnoaL_2	PF12680.8	8.4e-07	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73025.1	Methyltransf_2	PF00891.19	4.6e-25	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73025.1	Methyltransf_25	PF13649.7	1.9e-05	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73025.1	Methyltransf_31	PF13847.7	5e-06	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73026.1	MFS_1	PF07690.17	3.7e-31	66
218_Endocarpon_pusillum	GCA_000464535.1	ERF73026.1	Sugar_tr	PF00083.25	1.9e-10	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801335.1	DIT1_PvcA	PF05141.13	4.799999999999999e-91	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801335.1	TauD	PF02668.17	1.6000000000000002e-23	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801336.1	p450	PF00067.23	1.9e-48	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801337.1	MFS_1	PF07690.17	8.399999999999999e-40	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801337.1	Sugar_tr	PF00083.25	1.3e-15	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801338.1	ADH_zinc_N	PF00107.27	2.6e-08	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801339.1	SnoaL_2	PF12680.8	8.4e-07	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801340.1	Methyltransf_2	PF00891.19	4.6e-25	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801340.1	Methyltransf_25	PF13649.7	1.9e-05	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801340.1	Methyltransf_31	PF13847.7	5e-06	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801341.1	MFS_1	PF07690.17	3.7e-31	66
3497_Endocarpon_pusillum	GCF_000464535.1	XP_007801341.1	Sugar_tr	PF00083.25	1.9e-10	66
