Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
44_Fusarium_oxysporum	GCA_000149955.2	KNB12678.1	AMP-binding	PF00501.29	2.5e-26	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12678.1	Transferase	PF02458.16	2.7e-11	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12679.1	p450	PF00067.23	4.599999999999999e-45	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12680.1				8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12681.1	Terpene_syn_C_2	PF19086.1	1.1e-36	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12682.1	E1-E2_ATPase	PF00122.21	1e-47	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12682.1	HMA	PF00403.27	9.699999999999999e-35	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12682.1	Hydrolase	PF00702.27	9.4e-35	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12682.1	Hydrolase_3	PF08282.13	2.8000000000000003e-05	8*
44_Fusarium_oxysporum	GCA_000149955.2	KNB12683.1	DIT1_PvcA	PF05141.13	9.899999999999998e-94	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79659.1	DIT1_PvcA	PF05141.13	6.399999999999998e-94	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79660.1	E1-E2_ATPase	PF00122.21	1.6999999999999998e-48	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79660.1	HMA	PF00403.27	1.6000000000000002e-33	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79660.1	Hydrolase	PF00702.27	8.699999999999997e-35	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79660.1	Hydrolase_3	PF08282.13	2e-05	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79661.1	Terpene_syn_C_2	PF19086.1	7.3000000000000005e-37	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79662.1	Zn_clus	PF00172.19	8.3e-05	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79663.1	p450	PF00067.23	1.6000000000000002e-44	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79664.1	AMP-binding	PF00501.29	5.9e-21	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79664.1	Transferase	PF02458.16	1.1e-10	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79665.1	p450	PF00067.23	5.4e-35	8*
93_Fusarium_oxysporum	GCA_000222805.1	EGU79666.1	DUF3176	PF11374.9	1.1e-10	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15187.1	HET	PF06985.12	2.2e-20	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15188.1	Ank	PF00023.31	3.5e-20	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15188.1	Ank_2	PF12796.8	6.399999999999999e-29	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15188.1	Ank_3	PF13606.7	6.2e-20	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15188.1	Ank_4	PF13637.7	2.4e-24	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15188.1	Ank_5	PF13857.7	4.5e-20	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15189.1	Peptidase_A4	PF01828.18	1.1999999999999996e-70	8*
100_Fusarium_graminearum	GCA_000240135.3	ESU15190.1	Transp_cyt_pur	PF02133.16	1.3e-22	8*
