Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138212.1	AA_permease	PF00324.22	5.0999999999999995e-101	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138212.1	AA_permease_2	PF13520.7	7.2e-21	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138213.1	Fungal_trans_2	PF11951.9	4.200000000000001e-52	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138214.1				176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138215.1	3Beta_HSD	PF01073.20	3e-16	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138215.1	Epimerase	PF01370.22	3.9e-16	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138215.1	GDP_Man_Dehyd	PF16363.6	5.5e-11	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138215.1	NAD_binding_10	PF13460.7	1.2e-08	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138215.1	NAD_binding_4	PF07993.13	9.5e-12	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138216.1				176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138217.1	MFS_1	PF07690.17	1.7999999999999996e-40	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138217.1	Sugar_tr	PF00083.25	5.7e-10	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138218.1	p450	PF00067.23	8.599999999999999e-41	176
1171_Aplosporella_prunicola	GCA_010093885.1	KAF2138219.1	DIT1_PvcA	PF05141.13	3.8999999999999986e-82	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393925.1	AA_permease	PF00324.22	5.0999999999999995e-101	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393925.1	AA_permease_2	PF13520.7	7.2e-21	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393926.1	Fungal_trans_2	PF11951.9	4.200000000000001e-52	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393927.1				176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393928.1	3Beta_HSD	PF01073.20	3e-16	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393928.1	Epimerase	PF01370.22	3.9e-16	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393928.1	GDP_Man_Dehyd	PF16363.6	5.4e-11	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393928.1	NAD_binding_10	PF13460.7	1.2e-08	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393928.1	NAD_binding_4	PF07993.13	9.4e-12	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393929.1				176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393930.1	MFS_1	PF07690.17	1.7999999999999996e-40	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393930.1	Sugar_tr	PF00083.25	5.7e-10	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393931.1	p450	PF00067.23	8.599999999999999e-41	176
3703_Aplosporella_prunicola	GCF_010093885.1	XP_033393932.1	DIT1_PvcA	PF05141.13	3.8999999999999986e-82	176
