Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
3_Talaromyces_marneffei	GCA_000001985.1	EEA23994.1	PH	PF00169.30	9.8e-05	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23995.1	Tim17	PF02466.20	1.1e-06	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23996.1	RPT	PF13446.7	1.5999999999999999e-55	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23996.1	UCH	PF00443.30	4.1e-40	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23997.1	PK_Tyr_Ser-Thr	PF07714.18	1.1e-31	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23997.1	Pkinase	PF00069.26	4.1999999999999985e-68	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23998.1				3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23999.1	DIT1_PvcA	PF05141.13	1.2999999999999998e-85	3
3_Talaromyces_marneffei	GCA_000001985.1	EEA23999.1	TauD	PF02668.17	2.3e-15	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16380.1	Aminotran_1_2	PF00155.22	1.3e-38	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16381.1	Glyco_hydro_17	PF00332.19	3.2e-09	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16382.1	DUF2013	PF09431.11	5.299999999999999e-51	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16383.1	Glyco_hydro_47	PF01532.21	2.299999999999999e-192	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16384.1	APG9	PF04109.17	4.699999999999998e-214	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16385.1	C2	PF00168.31	1.7e-07	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16385.1	RasGAP	PF00616.20	1.1000000000000001e-30	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16386.1	WD40	PF00400.33	2.8e-08	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16387.1	COQ9	PF08511.12	1.1e-27	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16388.1	RRM_1	PF00076.23	3.5e-52	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16388.1	RRM_5	PF13893.7	5.6000000000000006e-05	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16389.1	PH	PF00169.30	9.4e-05	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16390.1	Tim17	PF02466.20	1.1e-06	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16391.1	RPT	PF13446.7	2.0999999999999998e-55	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16391.1	UCH	PF00443.30	3.799999999999999e-40	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16392.1	PK_Tyr_Ser-Thr	PF07714.18	9.999999999999999e-32	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16392.1	Pkinase	PF00069.26	3.9999999999999994e-68	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16393.1				3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16394.1	DIT1_PvcA	PF05141.13	1.2999999999999998e-85	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16394.1	TauD	PF02668.17	2.1e-15	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16395.1	DAO	PF01266.25	3.2e-05	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16395.1	FAD_binding_3	PF01494.20	1.4e-57	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16395.1	NAD_binding_8	PF13450.7	9.9e-05	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16395.1	Pyr_redox	PF00070.28	9.7e-05	3
1079_Talaromyces_marneffei	GCA_009556855.1	QGA16395.1	Pyr_redox_3	PF13738.7	2.5e-05	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553490.1	DAO	PF01266.25	3.2e-05	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553490.1	FAD_binding_3	PF01494.20	1.4e-57	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553490.1	NAD_binding_8	PF13450.7	9.9e-05	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553490.1	Pyr_redox	PF00070.28	9.8e-05	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553490.1	Pyr_redox_3	PF13738.7	2.5e-05	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553491.1	DIT1_PvcA	PF05141.13	1.2999999999999998e-85	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553491.1	TauD	PF02668.17	2.1e-15	3
1083_Talaromyces_marneffei	GCA_009650675.1	KAE8553492.1				3
