Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
86_Metarhizium_robertsii	GCA_000187425.2	EFY94552.1	AAA_21	PF13304.7	1.9e-10	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94552.1	ABC_tran	PF00005.28	1e-14	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94553.1	MFS_1	PF07690.17	6.199999999999998e-29	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94554.1	p450	PF00067.23	9.3e-41	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94555.1	DIT1_PvcA	PF05141.13	3.599999999999999e-95	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94556.1	zf-C2H2	PF00096.27	1e-13	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94556.1	zf-C2H2_2	PF12756.8	2.4e-07	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94556.1	zf-C2H2_4	PF13894.7	3.8e-14	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94556.1	zf-C2H2_jaz	PF12171.9	1.4e-13	dit (variation 2)*
86_Metarhizium_robertsii	GCA_000187425.2	EFY94556.1	zf-met	PF12874.8	2.1e-08	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27613.1	Dimer_Tnp_hAT	PF05699.15	1.8000000000000004e-13	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27614.1	Methyltransf_11	PF08241.13	4e-10	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27614.1	Methyltransf_12	PF08242.13	9.300000000000001e-08	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27614.1	Methyltransf_23	PF13489.7	4.3e-20	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27614.1	Methyltransf_25	PF13649.7	2.5e-11	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27614.1	Methyltransf_31	PF13847.7	2.4e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA	PF00004.30	1.3999999999999998e-34	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_11	PF13086.7	3.3e-30	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_12	PF13087.7	2.7999999999999998e-39	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_16	PF13191.7	1.4e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_19	PF13245.7	1.4e-14	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_22	PF13401.7	3.8e-09	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_24	PF13479.7	4.1e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_30	PF13604.7	9.1e-19	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_33	PF13671.7	1.3e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_5	PF07728.15	5e-08	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	AAA_lid_6	PF17866.2	4.400000000000002e-19	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	Mg_chelatase	PF01078.22	2.2e-07	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	RNA_helicase	PF00910.23	5.400000000000001e-06	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	ResIII	PF04851.16	8.3e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27615.1	Torsin	PF06309.12	3.6e-05	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27616.1				dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27617.1	MFS_1	PF07690.17	1.6e-45	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27617.1	Sugar_tr	PF00083.25	1.2e-13	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27618.1	ATG22	PF11700.9	8.899999999999997e-131	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27619.1	DIT1_PvcA	PF05141.13	6.199999999999998e-104	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27620.1	p450	PF00067.23	8e-53	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27621.1	AAA_21	PF13304.7	3.2e-11	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27621.1	ABC_tran	PF00005.28	3.6000000000000004e-14	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27622.1	CENP-I	PF07778.12	9.699999999999999e-35	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27623.1	DUF3384	PF11864.9	1.0999999999999997e-143	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27623.1	Rap_GAP	PF02145.16	1e-53	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27623.1	Tuberin	PF03542.17	3.3000000000000003e-34	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27624.1	CAS_CSE1	PF03378.16	1.9999999999999995e-163	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27624.1	Cse1	PF08506.11	5.699999999999999e-151	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27624.1	IBN_N	PF03810.20	6.7e-13	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27625.1				dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27626.1	ANAPC4_WD40	PF12894.8	5.6e-11	dit (variation 2)*
173_Claviceps_purpurea	GCA_000347355.1	CCE27626.1	WD40	PF00400.33	4.4e-15	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75065.1	DIT1_PvcA	PF05141.13	3.3999999999999986e-95	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75066.1	p450	PF00067.23	1.6e-17	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75067.1	MFS_1	PF07690.17	6.399999999999999e-29	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75068.1	AAA_21	PF13304.7	1.9e-10	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75068.1	ABC_tran	PF00005.28	1e-14	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75069.1	CENP-I	PF07778.12	1.9999999999999998e-32	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75070.1	DUF3384	PF11864.9	1.1999999999999996e-149	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75070.1	Rap_GAP	PF02145.16	3.6999999999999997e-54	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75070.1	Tuberin	PF03542.17	3.4e-33	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75071.1	CAS_CSE1	PF03378.16	6.399999999999997e-167	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75071.1	Cse1	PF08506.11	1.6999999999999997e-153	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75071.1	IBN_N	PF03810.20	9.3e-15	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75072.1				dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75073.1	ANAPC4_WD40	PF12894.8	3.3e-09	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75073.1	WD40	PF00400.33	6.3e-20	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75073.1	eIF2A	PF08662.12	1.3e-06	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75074.1	Amidohydro_1	PF01979.21	4.6e-15	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75074.1	Amidohydro_3	PF07969.12	1.8e-08	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75074.1	Fungal_trans	PF04082.19	1.1e-11	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75075.1	DUF4139	PF13598.7	1.7000000000000002e-27	dit (variation 2)*
207_Metarhizium_anisopliae	GCA_000426965.1	KJK75075.1	DUF4140	PF13600.7	2.3e-21	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	AAA_16	PF13191.7	7.2e-07	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	AAA_21	PF13304.7	7.3e-05	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	AAA_25	PF13481.7	1.2e-05	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	AAA_33	PF13671.7	2.1e-05	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	ABC2_membrane	PF01061.25	6.099999999999999e-93	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	ABC2_membrane_7	PF19055.1	2.3e-14	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	ABC_tran	PF00005.28	8.699999999999999e-33	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	ABC_trans_N	PF14510.7	2.7e-15	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	PDR_CDR	PF06422.13	3.2999999999999997e-32	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90674.1	RsgA_GTPase	PF03193.17	6.7e-05	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90675.1				dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90676.1	APH	PF01636.24	1.9e-06	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90676.1	PK_Tyr_Ser-Thr	PF07714.18	6.4e-08	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90676.1	Pkinase	PF00069.26	1.8000000000000004e-13	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90677.1	DIT1_PvcA	PF05141.13	3.3999999999999986e-95	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90678.1	p450	PF00067.23	1.6e-17	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90679.1	MFS_1	PF07690.17	1.1000000000000002e-28	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90680.1	AAA_21	PF13304.7	1.9e-10	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90680.1	ABC_tran	PF00005.28	1e-14	dit (variation 2)*
209_Metarhizium_anisopliae	GCA_000426985.1	KJK90681.1	CENP-I	PF07778.12	1.9999999999999998e-32	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95580.1	AAA_21	PF13304.7	2.1e-10	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95580.1	ABC_tran	PF00005.28	1.1e-14	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95581.1	MFS_1	PF07690.17	6.599999999999999e-29	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95582.1	p450	PF00067.23	1.1e-40	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95583.1	DIT1_PvcA	PF05141.13	3.799999999999999e-95	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95584.1	zf-C2H2	PF00096.27	1.1e-13	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95584.1	zf-C2H2_2	PF12756.8	2.6e-07	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95584.1	zf-C2H2_4	PF13894.7	4e-14	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95584.1	zf-C2H2_jaz	PF12171.9	1.5e-13	dit (variation 2)*
249_Metarhizium_robertsii	GCA_000591435.1	EXU95584.1	zf-met	PF12874.8	2.2000000000000002e-08	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	AAA_16	PF13191.7	7e-07	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	AAA_21	PF13304.7	6.6e-05	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	AAA_25	PF13481.7	1.2e-05	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	AAA_33	PF13671.7	1.9e-05	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	ABC2_membrane	PF01061.25	4.599999999999999e-93	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	ABC2_membrane_7	PF19055.1	7.999999999999999e-15	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	ABC_tran	PF00005.28	8.199999999999999e-33	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	ABC_trans_N	PF14510.7	3.3e-15	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	PDR_CDR	PF06422.13	1.3000000000000001e-32	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85368.1	RsgA_GTPase	PF03193.17	6e-05	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85369.1	APH	PF01636.24	6.3e-05	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85369.1	Pkinase	PF00069.26	3.7e-09	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85370.1	DIT1_PvcA	PF05141.13	4.599999999999999e-95	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85371.1	p450	PF00067.23	4.6e-48	dit (variation 2)*
279_Metarhizium_anisopliae	GCA_000739145.1	KFG85372.1	MFS_1	PF07690.17	1.6999999999999996e-28	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74889.1				dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74890.1				dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74891.1	DIT1_PvcA	PF05141.13	1.5999999999999995e-95	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74892.1	p450	PF00067.23	2.6e-21	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74893.1	MFS_1	PF07690.17	1.1999999999999998e-27	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74894.1	AAA_21	PF13304.7	1.8e-10	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74894.1	ABC_tran	PF00005.28	9.5e-15	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74895.1	CENP-I	PF07778.12	4.2e-16	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74896.1	DUF3384	PF11864.9	9.3e-149	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74896.1	Rap_GAP	PF02145.16	2.3999999999999998e-54	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74896.1	Tuberin	PF03542.17	3.6e-33	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74897.1	CAS_CSE1	PF03378.16	1.2999999999999995e-166	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74897.1	Cse1	PF08506.11	7.399999999999998e-152	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74897.1	IBN_N	PF03810.20	8.9e-15	dit (variation 2)*
313_Metarhizium_brunneum	GCA_000814965.1	KID74898.1				dit (variation 2)*
315_Metarhizium_anisopliae	GCA_000814975.1	KID60526.1	DIT1_PvcA	PF05141.13	4.599999999999999e-95	dit (variation 2)*
