Cluster_Name	NCBI_Accession	Protein	Domain	Domain_Accession	E-value_hmmer	FinalGCFs
171_Penicillium_oxalicum	GCA_000346795.1	EPS31139.1	AMP-binding	PF00501.29	1.8e-23	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31139.1	DIT1_PvcA	PF05141.13	1.9e-61	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31139.1	PP-binding	PF00550.26	2.3e-06	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31139.1	Transferase	PF02458.16	6.3e-12	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31140.1	MFS_1	PF07690.17	2.4e-42	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31140.1	TRI12	PF06609.14	7.400000000000001e-06	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31141.1	MFS_1	PF07690.17	2.7e-22	53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31142.1				53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31143.1				53
171_Penicillium_oxalicum	GCA_000346795.1	EPS31144.1				53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59954.1	MFS_1	PF07690.17	7.6e-25	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59955.1	MFS_1	PF07690.17	4.4e-43	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59955.1	TRI12	PF06609.14	3.6e-07	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59956.1	DIT1_PvcA	PF05141.13	2.1999999999999995e-93	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59957.1	AMP-binding	PF00501.29	5.2e-22	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59957.1	PP-binding	PF00550.26	1.1e-05	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59957.1	Transferase	PF02458.16	7.6e-15	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59958.1	HSP20	PF00011.22	3.3e-06	53
447_Penicillium_brasilianum	GCA_001048715.1	CEJ59959.1				53
